name,node_id,osm_node_id,osm_highway,zone_id,ctrl_type,node_type,activity_type,is_boundary,x_coord,y_coord,intersection_id,poi_id,notes
,1839,80672478,,,,,,,-96.793589,43.557859,,,
,1840,80672484,traffic_signals,,signal,,,,-96.671582,43.5584778,,,
,1841,80672496,,,,,,,-96.673917,43.559168,,,
,1842,80672498,,,,,,,-96.675232,43.559219,,,
,1843,80672507,,,,,,,-96.676252,43.559373,,,
,1844,80672520,,,,,,,-96.676872,43.560359,,,
,1845,80672529,,,,,,,-96.67692,43.561572,,,
,1846,80669303,,,,,,,-96.80019,43.509418,,,
,1847,80672562,,,,,,,-96.801416,43.509418,,,
,1848,80672564,,,,,,,-96.802666,43.509755,,,
,1849,80672566,,,,,,,-96.803927,43.509739,,,
,1850,80672568,,,,,,,-96.805155,43.509257,,,
,1851,80672602,,,,,,,-96.80961,43.508371,,,
,1852,1350997691,,,,,,,-96.8108458,43.5083734,,,
,1853,80672636,,,,,,,-96.8244126,43.5218696,,,
,1854,1341640333,,,,,,,-96.8241271,43.5188473,,,
,1855,80672645,,,,,,,-96.8240851,43.5252657,,,
,1856,1341640357,,,,,,,-96.8239394,43.5231389,,,
,1857,80672695,,,,,,,-96.674332,43.520728,,,
,1858,80672707,turning_circle,,,,,,-96.6740725,43.5212295,,,
,1859,80673027,,,,,,,-96.76521,43.501224,,,
,1860,80673035,,,,,,,-96.7658741,43.5012058,,,
,1861,80673039,,,,,,,-96.797601,43.51583,,,
,1862,80673041,turning_circle,,,,,,-96.7976097,43.5153784,,,
,1863,80673043,,,,,,,-96.6658726,43.5512143,,,
,1864,80673050,,,,,,,-96.666682,43.548879,,,
,1865,80673051,,,,,,,-96.7401316,43.5637977,,,
,1866,80673053,,,,,,,-96.738998,43.564938,,,
,1867,80673054,,,,,,,-96.738686,43.565247,,,
,1868,80673055,,,,,,,-96.736705,43.567172,,,
,1869,80674463,,,,,,,-96.6647525,43.5162381,,,
,1870,80674482,,,,,,,-96.6666067,43.517921,,,
,1871,11071803813,,,,,,,-96.7114456,43.6028877,,,
,1872,80674518,,,,,,,-96.7112776,43.602886,,,
,1873,80674526,,,,,,,-96.7073682,43.6028692,,,
,1874,80674534,,,,,,,-96.756154,43.524865,,,
,1875,80674554,,,,,,,-96.7579,43.525763,,,
,1876,80674743,,,,,,,-96.7128113,43.5476485,,,
,1877,80674745,,,,,,,-96.7127967,43.5466608,,,
,1878,80674746,,,,,,,-96.7611525,43.5176843,,,
,1879,80674767,,,,,,,-96.759496,43.516665,,,
,1880,80674777,,,,,,,-96.7598161,43.5148277,,,
,1881,80675141,,,,,,,-96.812499,43.53595,,,
,1882,80675148,turning_circle,,,,,,-96.8121747,43.535369,,,
,1883,80675150,,,,,,,-96.710422,43.509782,,,
,1884,80675178,,,,,,,-96.7047439,43.5100689,,,
,1885,8371897207,,,,,,,-96.7021712,43.5105703,,,
,1886,80675200,,,,,,,-96.7019901,43.5104631,,,
,1887,80675222,,,,,,,-96.698396,43.509738,,,
,1888,80675231,,,,,,,-96.697114,43.509797,,,
,1889,80675235,,,,,,,-96.696677,43.51012,,,
,1890,80675244,,,,,,,-96.81006,43.537038,,,
,1891,80675258,,,,,,,-96.810253,43.535891,,,
,1892,80675260,,,,,,,-96.810253,43.534782,,,
,1893,80675273,,,,,,,-96.8098,43.53337,,,
,1894,80675281,,,,,,,-96.800893,43.526114,,,
,1895,80675299,,,,,,,-96.797817,43.525314,,,
,1896,80675304,,,,,,,-96.667536,43.538396,,,
,1897,1375430067,turning_circle,,,,,,-96.6675472,43.5389444,,,
,1898,80675367,,,,,,,-96.6163315,43.5728096,,,
,1899,2459987303,,,,,,,-96.6145782,43.5709306,,,
,1900,80675434,,,,,,,-96.61618,43.560989,,,
,1901,80675441,,,,,,,-96.8275046,43.5287332,,,
,1902,80675444,,,,,,,-96.8274956,43.5261107,,,
,1903,80675449,,,,,,,-96.795395,43.522493,,,
,1904,80675454,,,,,,,-96.7474186,43.5221133,,,
,1905,80675456,,,,,,,-96.7473785,43.5185131,,,
,1906,80675457,,,,,,,-96.7473884,43.5166986,,,
,1907,80675466,,,,,,,-96.7473434,43.5137681,,,
,1908,80675469,,,,,,,-96.747332,43.512293,,,
,1909,80675471,,,,,,,-96.7473109,43.5101052,,,
,1910,80675475,,,,,,,-96.7474597,43.5439544,,,
,1911,80675477,,,,,,,-96.7474821,43.5430419,,,
,1912,80675479,,,,,,,-96.747498,43.540218,,,
,1913,80675481,,,,,,,-96.747479,43.538947,,,
,1914,80675483,,,,,,,-96.7474933,43.5366878,,,
,1915,80675484,,,,,,,-96.747511,43.534877,,,
,1916,80675486,,,,,,,-96.7475157,43.5330627,,,
,1917,80675502,,,,,,,-96.747298,43.531103,,,
,1918,80675512,,,,,,,-96.747506,43.529438,,,
,1919,80675514,,,,,,,-96.7474815,43.5276351,,,
,1920,2446653341,,,,,,,-96.8016102,43.5519812,,,
,1921,80675528,,,,,,,-96.78603,43.537864,,,
,1922,80675539,,,,,,,-96.7878632,43.5372832,,,
,1923,80675544,turning_loop,,,,,,-96.6943644,43.5050654,,,
,1924,80677531,,,,,,,-96.68626,43.5134978,,,
,1925,80677533,,,,,,,-96.684519,43.51249,,,
,1926,80677546,,,,,,,-96.683585,43.511118,,,
,1927,80677626,,,,,,,-96.6715229,43.5475591,,,
,1928,80677628,,,,,,,-96.6715307,43.5484559,,,
,1929,80677630,,,,,,,-96.6715484,43.5502702,,,
,1930,80677632,traffic_signals,,signal,,,,-96.6715616,43.5512271,,,
,1931,80691648,,,,,,,-96.8108831,43.5510866,,,
,1932,80677650,,,,,,,-96.812075,43.551081,,,
,1933,80677652,,,,,,,-96.813209,43.551079,,,
,1934,80677680,,,,,,,-96.806495,43.547466,,,
,1935,80677682,,,,,,,-96.806494,43.548368,,,
,1936,80677684,,,,,,,-96.806501,43.549261,,,
,1937,80677686,,,,,,,-96.806506,43.55015,,,
,1938,80677690,,,,,,,-96.7199194,43.548612,,,
,1939,80677692,,,,,,,-96.719928,43.549935,,,
,1940,80677694,stop,,,,,,-96.7199377,43.5512202,,,
,1941,80691779,turning_circle,,,,,,-96.8212066,43.5287262,,,
,1942,80655035,,,,,,,-96.822511,43.528713,,,
,1943,80730367,,,,,,,-96.8251924,43.5286662,,,
,1944,80729783,,,,,,,-96.8263384,43.5287257,,,
,1945,80677739,,,,,,,-96.828569,43.528688,,,
,1946,80677755,,,,,,,-96.828647,43.5421854,,,
,1947,80677757,,,,,,,-96.8287094,43.539729,,,
,1948,80677759,,,,,,,-96.8287098,43.53714,,,
,1949,5023361589,,,,,,,-96.8286471,43.5361227,,,
,1950,9487069851,,,,,,,-96.8287009,43.5334502,,,
,1951,80677763,,,,,,,-96.8286996,43.53294,,,
,1952,1341640318,traffic_signals,,signal,,,,-96.8108644,43.5148468,,,
,1953,80677795,traffic_signals,,signal,,,,-96.8112832,43.5180998,,,
,1954,80678068,turning_circle,,,,,,-96.7112116,43.5021438,,,
,1955,80678076,,,,,,,-96.662055,43.523704,,,
,1956,80678080,,,,,,,-96.661453,43.523777,,,
,1957,80678084,,,,,,,-96.7964853,43.5293574,,,
,1958,80678085,,,,,,,-96.796479,43.528535,,,
,1959,80678088,,,,,,,-96.79648,43.527407,,,
,1960,80678090,,,,,,,-96.796482,43.526532,,,
,1961,80678097,,,,,,,-96.796507,43.525325,,,
,1962,80678104,,,,,,,-96.673952,43.533012,,,
,1963,80678106,,,,,,,-96.673972,43.532286,,,
,1964,80678110,,,,,,,-96.674951,43.53091,,,
,1965,80678119,,,,,,,-96.688205,43.5202093,,,
,1966,4591704288,,,,,,,-96.6882142,43.5184354,,,
,1967,80678121,,,,,,,-96.688218,43.517711,,,
,1968,80678159,,,,,,,-96.7038926,43.5982268,,,
,1969,80678164,,,,,,,-96.7038858,43.5946785,,,
,1970,80678165,,,,,,,-96.678988,43.554942,,,
,1971,80678175,,,,,,,-96.6771,43.554962,,,
,1972,3566591434,,,,,,,-96.7859667,43.547249,,,
,1973,7804192850,,,,,,,-96.7859559,43.5458368,,,
,1976,80678178,,,,,,,-96.78595,43.542392,,,
,1977,80678179,,,,,,,-96.7859491,43.5416907,,,
,1978,80678180,,,,,,,-96.785958,43.541054,,,
,1979,80678181,,,,,,,-96.785957,43.540986,,,
,1980,80678183,,,,,,,-96.785967,43.54042,,,
,1981,80678184,,,,,,,-96.785951,43.540258,,,
,1982,80678185,,,,,,,-96.785965,43.539822,,,
,1983,80678187,,,,,,,-96.786026,43.537288,,,
,1984,80678188,,,,,,,-96.786084,43.536547,,,
,1985,80678222,turning_circle,,,,,,-96.712588,43.504295,,,
,1986,80678229,,,,,,,-96.811428,43.534165,,,
,1987,80678244,,,,,,,-96.813559,43.534644,,,
,1988,7648480207,traffic_signals,,signal,,,,-96.761178,43.5874174,,,
,1989,4664973475,,,,,,,-96.7611783,43.5910577,,,
,1990,1860609894,,,,,,,-96.7611733,43.5946702,,,
,1991,2449961971,,,,,,,-96.7611703,43.6003709,,,
,1992,6317011388,traffic_signals,,signal,,,,-96.7611613,43.6018097,,,
,1993,80653197,,,,,,,-96.7611601,43.6018599,,,
,1994,80678336,turning_circle,,,,,,-96.7548553,43.5511624,,,
,1995,80678343,,,,,,,-96.7512458,43.5510978,,,
,1996,80653286,,,,,,,-96.7611726,43.5516014,,,
,1997,80678459,,,,,,,-96.7654851,43.551589,,,
,1998,80678463,,,,,,,-96.8108678,43.5501502,,,
,1999,80678492,,,,,,,-96.667402,43.523163,,,
,2000,80678500,,,,,,,-96.669647,43.522978,,,
,2001,80678504,,,,,,,-96.699984,43.507546,,,
,2002,80678530,,,,,,,-96.697496,43.508564,,,
,2003,80678540,,,,,,,-96.695283,43.509884,,,
,2004,80678567,,,,,,,-96.697966,43.512049,,,
,2005,80678582,,,,,,,-96.697411,43.512954,,,
,2006,80678586,,,,,,,-96.697,43.513143,,,
,2007,80678590,,,,,,,-96.695732,43.513363,,,
,2008,80678596,,,,,,,-96.69455,43.513567,,,
,2009,80678615,,,,,,,-96.811434,43.529306,,,
,2010,80678620,,,,,,,-96.81144,43.528207,,,
,2011,80678638,,,,,,,-96.802628,43.500925,,,
,2012,80678639,,,,,,,-96.8062781,43.5009231,,,
,2013,80678645,,,,,,,-96.8081692,43.5012892,,,
,2014,80678648,,,,,,,-96.809707,43.501899,,,
,2015,80677772,,,,,,,-96.8108145,43.5019032,,,
,2016,80678649,,,,,,,-96.8115534,43.501903,,,
,2017,80678650,,,,,,,-96.8129886,43.5019059,,,
,2018,80678662,,,,,,,-96.8146431,43.501807,,,
,2019,80678668,,,,,,,-96.8157159,43.5018347,,,
,2020,80678678,,,,,,,-96.7908515,43.5020174,,,
,2021,80678694,,,,,,,-96.7940226,43.501905,,,
,2022,80678730,,,,,,,-96.7973061,43.5008628,,,
,2023,80678732,,,,,,,-96.7983727,43.5008674,,,
,2024,80677804,,,,,,,-96.8118781,43.519701,,,
,2025,80678735,turning_circle,,,,,,-96.8114493,43.519798,,,
,2026,1912058554,turning_circle,,,,,,-96.7891401,43.5902751,,,
,2027,1912058558,,,,,,,-96.7877802,43.5899105,,,
,2028,1912066415,,,,,,,-96.7867483,43.5889936,,,
,2029,80678748,,,,,,,-96.7862837,43.5874767,,,
,2030,80678752,traffic_signals,,signal,,,,-96.7064061,43.5466737,,,
,2031,80678754,,,,,,,-96.7064006,43.5457693,,,
,2032,80678756,traffic_signals,,signal,,,,-96.7063955,43.543946,,,
,2033,80661732,,,,,,,-96.706306,43.5293436,,,
,2034,80678766,,,,,,,-96.7063163,43.5284366,,,
,2035,80678769,,,,,,,-96.7063097,43.5263813,,,
,2036,80678771,,,,,,,-96.7063233,43.5248127,,,
,2037,80678773,,,,,,,-96.7062793,43.5220974,,,
,2038,80678782,,,,,,,-96.7063472,43.5213111,,,
,2039,80678787,,,,,,,-96.7063397,43.5375141,,,
,2040,80678789,,,,,,,-96.7063452,43.5366245,,,
,2041,80678791,,,,,,,-96.706324,43.533973,,,
,2042,80678793,,,,,,,-96.7063265,43.5334482,,,
,2043,80678805,,,,,,,-96.706654,43.532278,,,
,2044,80678812,,,,,,,-96.802653,43.50516,,,
,2045,80678832,,,,,,,-96.805206,43.505874,,,
,2046,80678833,,,,,,,-96.805937,43.506454,,,
,2047,80678847,,,,,,,-96.806076,43.507153,,,
,2048,80678861,,,,,,,-96.7328369,43.5538197,,,
,2049,80678863,,,,,,,-96.7328433,43.5551233,,,
,2050,80678865,,,,,,,-96.7328603,43.5577406,,,
,2051,80678867,,,,,,,-96.7328679,43.5602953,,,
,2052,80678869,,,,,,,-96.7328732,43.5615498,,,
,2053,80678883,,,,,,,-96.7325788,43.5615507,,,
,2054,80678891,,,,,,,-96.7325998,43.5639602,,,
,2055,80678945,,,,,,,-96.752395,43.519779,,,
,2056,80678952,,,,,,,-96.753649,43.520379,,,
,2057,80678956,,,,,,,-96.754868,43.520854,,,
,2058,80681050,,,,,,,-96.6203629,43.5148378,,,
,2059,80681052,,,,,,,-96.620361,43.515079,,,
,2060,80681080,,,,,,,-96.6881602,43.5260804,,,
,2061,80681260,,,,,,,-96.6597846,43.54553,,,
,2062,80681263,,,,,,,-96.7263008,43.5243936,,,
,2063,80681264,,,,,,,-96.7252773,43.524393,,,
,2064,80681266,,,,,,,-96.7238139,43.5243839,,,
,2065,80681268,,,,,,,-96.7229853,43.5243858,,,
,2066,80681269,,,,,,,-96.7224215,43.5243847,,,
,2067,80681271,,,,,,,-96.7210526,43.5243872,,,
,2068,80681274,,,,,,,-96.686344,43.52385,,,
,2069,80681276,,,,,,,-96.683684,43.523852,,,
,2070,80681278,,,,,,,-96.682529,43.523852,,,
,2071,80681280,,,,,,,-96.6813679,43.5238454,,,
,2072,80681288,,,,,,,-96.7210585,43.5249207,,,
,2073,80681305,,,,,,,-96.719272,43.524655,,,
,2074,80681429,,,,,,,-96.6802088,43.5075366,,,
,2075,80681431,,,,,,,-96.6802246,43.5082299,,,
,2076,80681435,,,,,,,-96.673582,43.505009,,,
,2077,80681442,,,,,,,-96.673443,43.507555,,,
,2078,80681483,,,,,,,-96.799653,43.525294,,,
,2079,80681490,,,,,,,-96.7130478,43.5803233,,,
,2080,80650135,,,,,,,-96.713047,43.581948,,,
,2081,80681364,,,,,,,-96.7130506,43.5874555,,,
,2082,80681507,,,,,,,-96.71299,43.621166,,,
,2083,80681512,,,,,,,-96.713028,43.619934,,,
,2084,80681534,,,,,,,-96.7492247,43.549865,,,
,2085,80681536,,,,,,,-96.749224,43.551081,,,
,2086,80681550,turning_circle,,,,,,-96.6808921,43.5192135,,,
,2087,80681551,,,,,,,-96.6813445,43.5192073,,,
,2088,80681556,,,,,,,-96.699823,43.516925,,,
,2089,80681558,,,,,,,-96.698413,43.518196,,,
,2090,80681564,,,,,,,-96.696293,43.519872,,,
,2091,80681615,,,,,,,-96.6949688,43.5220362,,,
,2092,80681637,turning_circle,,,,,,-96.692108,43.520761,,,
,2093,80681664,,,,,,,-96.7223062,43.5424568,,,
,2094,80681666,,,,,,,-96.7222929,43.5414456,,,
,2095,80681668,,,,,,,-96.7222902,43.5404447,,,
,2096,80681674,,,,,,,-96.722309,43.5366718,,,
,2097,80647899,,,,,,,-96.7223124,43.5356409,,,
,2098,80681676,,,,,,,-96.7223165,43.5345924,,,
,2099,2449018678,,,,,,,-96.7223159,43.5335889,,,
,2100,80681677,,,,,,,-96.7223158,43.5335193,,,
,2101,80681684,,,,,,,-96.7224437,43.522123,,,
,2102,80681688,turning_circle,,,,,,-96.683578,43.510665,,,
,2103,80681691,,,,,,,-96.6622271,43.5475704,,,
,2104,80681703,,,,,,,-96.6621049,43.5512164,,,
,2105,80681707,,,,,,,-96.6948485,43.5305329,,,
,2106,80681715,,,,,,,-96.693715,43.530462,,,
,2107,80681755,,,,,,,-96.707629,43.564811,,,
,2108,80681757,,,,,,,-96.70516,43.5648038,,,
,2109,80681759,,,,,,,-96.7039021,43.5648001,,,
,2110,80681761,,,,,,,-96.7026913,43.5647965,,,
,2111,80681763,,,,,,,-96.7013901,43.5647927,,,
,2112,80681765,,,,,,,-96.6988932,43.5647854,,,
,2113,80681767,,,,,,,-96.6977175,43.5647819,,,
,2114,80681773,,,,,,,-96.711433,43.5648192,,,
,2115,80681775,,,,,,,-96.7101413,43.5648234,,,
,2116,80681777,,,,,,,-96.7088882,43.5648278,,,
,2117,80681791,,,,,,,-96.752469,43.525771,,,
,2118,80681793,,,,,,,-96.7524,43.5221187,,,
,2119,80681797,,,,,,,-96.7523838,43.5185104,,,
,2120,80681799,,,,,,,-96.752355,43.516674,,,
,2121,80681801,,,,,,,-96.7523628,43.5148502,,,
,2122,80681805,,,,,,,-96.752413,43.546989,,,
,2123,80681806,,,,,,,-96.752409,43.545946,,,
,2124,80681808,,,,,,,-96.752399,43.5439356,,,
,2125,80681810,,,,,,,-96.7524047,43.5421253,,,
,2126,80681812,,,,,,,-96.7524114,43.5403211,,,
,2127,80681816,,,,,,,-96.7531418,43.5366827,,,
,2128,80681818,,,,,,,-96.753134,43.535794,,,
,2129,80681829,,,,,,,-96.753515,43.535439,,,
,2130,80681843,,,,,,,-96.7527726,43.5330669,,,
,2131,80681847,,,,,,,-96.7522722,43.5294444,,,
,2132,80681849,,,,,,,-96.752229,43.527355,,,
,2133,80681851,,,,,,,-96.752182,43.525781,,,
,2134,8289193870,,,,,,,-96.5860977,43.5293093,,,
,2135,80685013,,,,,,,-96.5909621,43.5293299,,,
,2136,80685056,,,,,,,-96.870537,43.5327374,,,
,2137,80685104,,,,,,,-96.860535,43.5327714,,,
,2138,7197257499,,,,,,,-96.8575676,43.532827,,,
,2139,80685205,,,,,,,-96.800273,43.550194,,,
,2140,80704805,,,,,,,-96.667748,43.547541,,,
,2141,80685219,,,,,,,-96.667761,43.54664,,,
,2142,80685221,,,,,,,-96.667753,43.545741,,,
,2143,80686728,traffic_signals,,signal,,,,-96.7798983,43.5075764,,,
,2144,80686732,,,,,,,-96.7799249,43.5062398,,,
,2145,80686755,,,,,,,-96.780957,43.5046928,,,
,2146,80686757,,,,,,,-96.7809596,43.5031672,,,
,2147,2440996492,,,,,,,-96.7797846,43.5012725,,,
,2150,80686793,turning_circle,,,,,,-96.6946263,43.5332086,,,
,2151,80686799,,,,,,,-96.6958069,43.532795,,,
,2152,80686850,,,,,,,-96.672955,43.510741,,,
,2153,80686852,turning_circle,,,,,,-96.6723151,43.5108702,,,
,2154,80686862,,,,,,,-96.7123406,43.5003417,,,
,2155,80686864,turning_circle,,,,,,-96.7123469,43.5009193,,,
,2156,80686868,,,,,,,-96.793107,43.521682,,,
,2157,80686889,,,,,,,-96.790883,43.520227,,,
,2158,80686896,,,,,,,-96.7010904,43.5165409,,,
,2159,80686899,turning_circle,,,,,,-96.7011131,43.5157668,,,
,2162,80686941,,,,,,,-96.7710496,43.5645187,,,
,2163,8713001333,,,,,,,-96.7710457,43.5649957,,,
,2164,2449142267,turning_circle,,,,,,-96.7706203,43.5918844,,,
,2165,80686959,,,,,,,-96.7706759,43.5945269,,,
,2166,2449159209,turning_circle,,,,,,-96.7705051,43.5977239,,,
,2167,80686967,,,,,,,-96.7737047,43.5764917,,,
,2168,80686994,,,,,,,-96.771628,43.582688,,,
,2169,2379640661,,,,,,,-96.7743206,43.5857961,,,
,2170,2379639971,,,,,,,-96.7755922,43.5863183,,,
,2171,80687047,,,,,,,-96.791895,43.548955,,,
,2172,80655049,,,,,,,-96.822608,43.5324406,,,
,2173,80687057,turning_circle,,,,,,-96.8252022,43.5324202,,,
,2174,80687062,,,,,,,-96.6674557,43.5270268,,,
,2175,80687064,turning_circle,,,,,,-96.669869,43.527034,,,
,2176,80687074,turning_circle,,,,,,-96.715469,43.504311,,,
,2177,80661704,traffic_signals,,signal,,,,-96.6867672,43.5293126,,,
,2178,80687083,turning_circle,,,,,,-96.686757,43.528254,,,
,2179,80687557,turning_circle,,,,,,-96.79917,43.548353,,,
,2180,80687561,,,,,,,-96.797412,43.547493,,,
,2181,80687596,,,,,,,-96.802624,43.501356,,,
,2182,80687612,turning_circle,,,,,,-96.8014691,43.500965,,,
,2183,80687637,,,,,,,-96.652836,43.514864,,,
,2184,8060772296,,,,,,,-96.6521417,43.51617,,,
,2185,80687669,traffic_signals,,signal,,,,-96.800894,43.529343,,,
,2186,80687706,,,,,,,-96.798866,43.529348,,,
,2187,80687712,,,,,,,-96.800666,43.530517,,,
,2188,80687714,,,,,,,-96.800929,43.531335,,,
,2189,80687717,turning_circle,,,,,,-96.697942,43.517925,,,
,2190,80687740,,,,,,,-96.796442,43.533379,,,
,2191,80687745,turning_circle,,,,,,-96.796997,43.5324495,,,
,2192,80687749,,,,,,,-96.664401,43.521019,,,
,2193,80687767,,,,,,,-96.667442,43.523776,,,
,2194,80687769,,,,,,,-96.669645,43.523771,,,
,2195,80687774,,,,,,,-96.808563,43.534356,,,
,2196,80687785,,,,,,,-96.810251,43.532173,,,
,2197,80687803,,,,,,,-96.808946,43.52931,,,
,2198,80687809,,,,,,,-96.711384,43.550308,,,
,2199,80687811,,,,,,,-96.710145,43.550307,,,
,2200,80687813,,,,,,,-96.708907,43.550314,,,
,2201,80687815,,,,,,,-96.7076616,43.5503141,,,
,2202,80687816,,,,,,,-96.7051717,43.5503082,,,
,2203,80687817,,,,,,,-96.703916,43.5503,,,
,2204,80687819,,,,,,,-96.702662,43.550303,,,
,2205,80687822,,,,,,,-96.701415,43.550306,,,
,2206,80687824,,,,,,,-96.698923,43.550299,,,
,2207,80687828,,,,,,,-96.697912,43.550016,,,
,2208,80687895,,,,,,,-96.7184889,43.5499343,,,
,2209,80670253,,,,,,,-96.717051,43.54994,,,
,2210,80687897,,,,,,,-96.715654,43.54994,,,
,2211,80687899,,,,,,,-96.7142095,43.5499446,,,
,2212,80687940,,,,,,,-96.726823,43.549929,,,
,2213,80687942,turning_circle,,,,,,-96.725927,43.549931,,,
,2214,80687966,,,,,,,-96.69644,43.550295,,,
,2215,80687968,turning_circle,,,,,,-96.6945759,43.5502934,,,
,2216,80687972,,,,,,,-96.680227,43.55062,,,
,2217,80673022,,,,,,,-96.675275,43.550635,,,
,2218,871449975,,,,,,,-96.7860381,43.5256736,,,
,2219,2445474082,,,,,,,-96.7833993,43.5256686,,,
,2220,80688023,,,,,,,-96.795095,43.525997,,,
,2221,80688025,turning_circle,,,,,,-96.792879,43.526004,,,
,2222,80688047,,,,,,,-96.754962,43.525776,,,
,2223,80688049,,,,,,,-96.754955,43.524859,,,
,2224,80688051,,,,,,,-96.7548958,43.5221195,,,
,2225,80688053,,,,,,,-96.754862,43.5185205,,,
,2226,80688055,,,,,,,-96.754838,43.516689,,,
,2227,9980397271,,,,,,,-96.7548322,43.5151753,,,
,2228,80688060,,,,,,,-96.754841,43.547242,,,
,2229,80688062,,,,,,,-96.754838,43.54592,,,
,2230,80688063,,,,,,,-96.7548417,43.5439261,,,
,2231,80688064,,,,,,,-96.7548419,43.5421188,,,
,2232,80688066,,,,,,,-96.7548414,43.5403132,,,
,2233,80688070,traffic_signals,,signal,,,,-96.7542422,43.5294373,,,
,2234,80688072,,,,,,,-96.7542494,43.5289358,,,
,2235,10925768980,,,,,,,-96.7542452,43.5285306,,,
,2236,80688074,,,,,,,-96.754235,43.527532,,,
,2237,80688075,,,,,,,-96.754195,43.525778,,,
,2238,80688078,,,,,,,-96.830903,43.609147,,,
,2239,80688090,,,,,,,-96.8309869,43.6162544,,,
,2240,1341476772,,,,,,,-96.8307475,43.5087456,,,
,2241,2598764873,,,,,,,-96.8271517,43.5087487,,,
,2242,80689388,,,,,,,-96.825761,43.5087418,,,
,2243,1341476774,,,,,,,-96.8246213,43.5088185,,,
,2244,80689391,,,,,,,-96.8232949,43.5088161,,,
,2245,80689393,,,,,,,-96.8219502,43.508822,,,
,2246,80689395,,,,,,,-96.8210236,43.5088201,,,
,2247,80689400,,,,,,,-96.7224548,43.5469306,,,
,2248,80689412,,,,,,,-96.7230775,43.5486101,,,
,2249,4805199705,,,,,,,-96.676653,43.5366634,,,
,2250,4805199704,,,,,,,-96.67666,43.535133,,,
,2251,4805199706,,,,,,,-96.676332,43.534383,,,
,2252,4805199707,,,,,,,-96.6761238,43.5339263,,,
,2253,80689425,,,,,,,-96.676016,43.533624,,,
,2254,80689426,,,,,,,-96.675982,43.532875,,,
,2255,80689427,,,,,,,-96.675975,43.532102,,,
,2256,80689429,,,,,,,-96.675963,43.531665,,,
,2257,80689433,,,,,,,-96.675986,43.5312,,,
,2258,80661687,,,,,,,-96.6759619,43.5293391,,,
,2259,80689445,,,,,,,-96.676262,43.527341,,,
,2260,80689447,,,,,,,-96.67624,43.526593,,,
,2261,80689458,,,,,,,-96.676379,43.525197,,,
,2262,80689485,,,,,,,-96.676588,43.5147939,,,
,2263,80689509,,,,,,,-96.6762691,43.510128,,,
,2264,80689519,,,,,,,-96.6757135,43.5075451,,,
,2265,80689521,,,,,,,-96.675712,43.505483,,,
,2266,80648177,,,,,,,-96.6757186,43.5046472,,,
,2267,1796420273,,,,,,,-96.6757197,43.5038299,,,
,2268,80689523,,,,,,,-96.6758,43.502974,,,
,2269,80689530,,,,,,,-96.676743,43.518425,,,
,2270,80689531,,,,,,,-96.676768,43.519845,,,
,2271,80689535,,,,,,,-96.868858,43.547649,,,
,2272,80689541,,,,,,,-96.870544,43.547642,,,
,2273,80689545,,,,,,,-96.868858,43.547928,,,
,2274,80689551,,,,,,,-96.866638,43.54789,,,
,2275,80689630,,,,,,,-96.7262975,43.5312302,,,
,2276,80689632,,,,,,,-96.7275492,43.5312402,,,
,2277,80689634,,,,,,,-96.7300531,43.5312516,,,
,2278,80689648,,,,,,,-96.750229,43.530873,,,
,2279,11150433284,,,,,,,-96.7506858,43.5308722,,,
,2280,80689650,,,,,,,-96.7512517,43.530871,,,
,2281,80689654,,,,,,,-96.739995,43.53125,,,
,2282,80689655,,,,,,,-96.7412647,43.5312483,,,
,2283,80689657,,,,,,,-96.742513,43.5312555,,,
,2284,80689662,,,,,,,-96.75871,43.5312253,,,
,2285,80689664,,,,,,,-96.759944,43.531225,,,
,2286,80653824,,,,,,,-96.7449879,43.5312483,,,
,2287,80689669,,,,,,,-96.746255,43.531242,,,
,2288,80689678,,,,,,,-96.748232,43.530869,,,
,2289,80689682,,,,,,,-96.793829,43.531209,,,
,2290,80689684,,,,,,,-96.7909503,43.5312229,,,
,2291,80689688,,,,,,,-96.6813414,43.5179556,,,
,2292,80689691,turning_circle,,,,,,-96.6820262,43.5179558,,,
,2293,80689695,,,,,,,-96.6380134,43.5395724,,,
,2294,80689697,,,,,,,-96.637957,43.537377,,,
,2295,8748323635,,,,,,,-96.6366974,43.5359003,,,
,2296,80689707,,,,,,,-96.6976757,43.5466716,,,
,2297,80689709,,,,,,,-96.6976799,43.545765,,,
,2298,80689711,,,,,,,-96.6976685,43.5439454,,,
,2299,80689713,,,,,,,-96.697659,43.543041,,,
,2300,80689715,,,,,,,-96.6976552,43.5421374,,,
,2301,80689802,,,,,,,-96.788043,43.539825,,,
,2302,80689806,,,,,,,-96.6739279,43.5442876,,,
,2303,80689814,,,,,,,-96.6740405,43.5439419,,,
,2304,80689821,,,,,,,-96.67328,43.5438838,,,
,2305,80689827,,,,,,,-96.6733588,43.5412193,,,
,2306,80689829,,,,,,,-96.673351,43.538353,,,
,2307,80689921,,,,,,,-96.709531,43.509036,,,
,2308,80689932,,,,,,,-96.7099362,43.5075827,,,
,2309,10925768976,,,,,,,-96.754695,43.5286614,,,
,2310,80689938,,,,,,,-96.755206,43.527625,,,
,2311,2462380686,,,,,,,-96.7088483,43.5014411,,,
,2312,80681286,,,,,,,-96.7100401,43.5766442,,,
,2313,80690022,turning_circle,,,,,,-96.7106617,43.5796425,,,
