name,node_id,osm_node_id,osm_highway,zone_id,ctrl_type,node_type,activity_type,is_boundary,x_coord,y_coord,intersection_id,poi_id,notes,geometry,out_degree,in_degree,degree
,0,80215313,,,,,,,-96.7353652,43.5003409,,,,POINT(-96.7353652 43.5003409),3.0,3.0,6.0
,1,80215317,,,,,,,-96.7353079,43.4997261,,,,POINT(-96.7353079 43.4997261),3.0,3.0,6.0
,2,80215322,,,,,,,-96.7347726,43.4989109,,,,POINT(-96.7347726 43.4989109),3.0,3.0,6.0
,3,80215330,,,,,,,-96.7337656,43.4982298,,,,POINT(-96.7337656 43.4982298),4.0,4.0,8.0
,4,80215343,,,,,,,-96.7310107,43.497268,,,,POINT(-96.7310107 43.497268),3.0,3.0,6.0
,5,80215349,,,,,,,-96.7303978,43.497046,,,,POINT(-96.7303978 43.497046),3.0,3.0,6.0
,6,1028818489,traffic_signals,,signal,traffic_signals,,,-96.7908254,43.5002771,,,,POINT(-96.7908254 43.5002771),4.0,4.0,8.0
,7,80215377,,,,,,,-96.7920143,43.4971045,,,,POINT(-96.7920143 43.4971045),3.0,3.0,6.0
,8,80215379,,,,,,,-96.7924701,43.4963865,,,,POINT(-96.7924701 43.4963865),3.0,3.0,6.0
,9,80215383,,,,,,,-96.7930111,43.4955939,,,,POINT(-96.7930111 43.4955939),3.0,3.0,6.0
,10,80215390,,,,,,,-96.79383,43.4947198,,,,POINT(-96.79383 43.4947198),3.0,3.0,6.0
,11,80278454,turning_circle,,,turning_circle,,,-96.7942449,43.4942544,,,,POINT(-96.7942449 43.4942544),1.0,1.0,2.0
,12,80215459,,,,,,,-96.8105676,43.4959609,,,,POINT(-96.8105676 43.4959609),2.0,2.0,4.0
,13,80215475,,,,,,,-96.8107678,43.4932879,,,,POINT(-96.8107678 43.4932879),4.0,4.0,8.0
,14,80215488,,,,,,,-96.8096852,43.4906113,,,,POINT(-96.8096852 43.4906113),4.0,4.0,8.0
,15,80215580,,,,,,,-96.7077388,43.4926295,,,,POINT(-96.7077388 43.4926295),3.0,3.0,6.0
,16,80215587,,,,,,,-96.7036406,43.4926055,,,,POINT(-96.7036406 43.4926055),3.0,3.0,6.0
,17,80215930,,,,,,,-96.7418066,43.4945552,,,,POINT(-96.7418066 43.4945552),3.0,3.0,6.0
,18,80215943,,,,,,,-96.741382,43.496249,,,,POINT(-96.741382 43.496249),3.0,3.0,6.0
,19,80215949,,,,,,,-96.74075,43.496463,,,,POINT(-96.74075 43.496463),3.0,3.0,6.0
,20,80215953,,,,,,,-96.739373,43.496857,,,,POINT(-96.739373 43.496857),3.0,3.0,6.0
,21,80215999,turning_circle,,,turning_circle,,,-96.740333,43.495297,,,,POINT(-96.740333 43.495297),1.0,1.0,2.0
,22,80216004,,,,,,,-96.8118985,43.4915412,,,,POINT(-96.8118985 43.4915412),3.0,3.0,6.0
,23,80216006,,,,,,,-96.814538,43.491544,,,,POINT(-96.814538 43.491544),3.0,3.0,6.0
,24,80216010,,,,,,,-96.7606323,43.4927199,,,,POINT(-96.7606323 43.4927199),3.0,3.0,6.0
,25,80216012,,,,,,,-96.7614918,43.4920531,,,,POINT(-96.7614918 43.4920531),4.0,4.0,8.0
,26,80216037,,,,,,,-96.7595701,43.4903453,,,,POINT(-96.7595701 43.4903453),3.0,3.0,6.0
,27,80216041,,,,,,,-96.725704,43.496092,,,,POINT(-96.725704 43.496092),3.0,3.0,6.0
,28,80216055,turning_circle,,,turning_circle,,,-96.7266936,43.4952623,,,,POINT(-96.7266936 43.4952623),1.0,1.0,2.0
,29,80294795,motorway_junction,,,motorway_junction,,,-96.7859412,43.4926499,,,,POINT(-96.7859412 43.4926499),2.0,1.0,3.0
,30,80219498,,,,,,,-96.7972108,43.4812239,,,,POINT(-96.7972108 43.4812239),1.0,1.0,2.0
,31,80224699,,,,,,,-96.6988986,43.4972463,,,,POINT(-96.6988986 43.4972463),3.0,3.0,6.0
,32,80224716,,,,,,,-96.6993307,43.4943426,,,,POINT(-96.6993307 43.4943426),3.0,3.0,6.0
,33,80226842,,,,,,,-96.7572132,43.496874,,,,POINT(-96.7572132 43.496874),3.0,3.0,6.0
,34,80226853,,,,,,,-96.7573673,43.497545,,,,POINT(-96.7573673 43.497545),3.0,3.0,6.0
,35,2465105896,,,,,,,-96.7587333,43.4976285,,,,POINT(-96.7587333 43.4976285),1.0,1.0,2.0
,36,80227342,motorway_junction,,,motorway_junction,,,-96.762597,43.4983598,,,,POINT(-96.762597 43.4983598),2.0,1.0,3.0
,37,2445411692,,,,,,,-96.7684085,43.4970702,,,,POINT(-96.7684085 43.4970702),1.0,1.0,2.0
,38,80230322,,,,,,,-96.725619,43.490698,,,,POINT(-96.725619 43.490698),3.0,3.0,6.0
,39,80230329,,,,,,,-96.7257405,43.4896439,,,,POINT(-96.7257405 43.4896439),3.0,3.0,6.0
,40,1375180870,,,,,,,-96.7257386,43.4895242,,,,POINT(-96.7257386 43.4895242),2.0,2.0,4.0
,41,80803053,,,,,,,-96.814212,43.50031,,,,POINT(-96.814212 43.50031),3.0,3.0,6.0
,42,80230529,,,,,,,-96.81435,43.498913,,,,POINT(-96.81435 43.498913),3.0,3.0,6.0
,43,80239311,,,,,,,-96.722085,43.487589,,,,POINT(-96.722085 43.487589),3.0,3.0,6.0
,44,80230798,,,,,,,-96.722567,43.4863416,,,,POINT(-96.722567 43.4863416),3.0,3.0,6.0
,45,80283291,turning_circle,,,turning_circle,,,-96.7256691,43.4838476,,,,POINT(-96.7256691 43.4838476),1.0,1.0,2.0
,46,80283246,,,,,,,-96.7269098,43.4861748,,,,POINT(-96.7269098 43.4861748),3.0,3.0,6.0
,47,2462411165,,,,,,,-96.7274046,43.4862051,,,,POINT(-96.7274046 43.4862051),3.0,3.0,6.0
,48,80230929,,,,,,,-96.7275957,43.4862043,,,,POINT(-96.7275957 43.4862043),3.0,3.0,6.0
,49,80232181,,,,,,,-96.749547,43.492302,,,,POINT(-96.749547 43.492302),3.0,3.0,6.0
,50,80232220,,,,,,,-96.7508933,43.4941732,,,,POINT(-96.7508933 43.4941732),4.0,4.0,8.0
,51,80232488,,,,,,,-96.7657387,43.480257,,,,POINT(-96.7657387 43.480257),4.0,4.0,8.0
,52,80232490,,,,,,,-96.7657232,43.4797408,,,,POINT(-96.7657232 43.4797408),1.0,1.0,2.0
,53,80232808,,,,,,,-96.7614316,43.479909,,,,POINT(-96.7614316 43.479909),3.0,3.0,6.0
,54,80232819,,,,,,,-96.760772,43.4792055,,,,POINT(-96.760772 43.4792055),3.0,3.0,6.0
,55,80232844,,,,,,,-96.7591305,43.4780394,,,,POINT(-96.7591305 43.4780394),3.0,3.0,6.0
,56,80233053,,,,,,,-96.7693177,43.4763225,,,,POINT(-96.7693177 43.4763225),3.0,3.0,6.0
,57,80233055,,,,,,,-96.7673027,43.4762799,,,,POINT(-96.7673027 43.4762799),2.0,2.0,4.0
,58,80233089,,,,,,,-96.7329517,43.4895667,,,,POINT(-96.7329517 43.4895667),2.0,2.0,4.0
,59,9318322966,,,,,,,-96.732953,43.4896441,,,,POINT(-96.732953 43.4896441),3.0,3.0,6.0
,60,80233102,,,,,,,-96.7300032,43.4898174,,,,POINT(-96.7300032 43.4898174),3.0,3.0,6.0
,61,80233140,,,,,,,-96.7489145,43.4895984,,,,POINT(-96.7489145 43.4895984),2.0,2.0,4.0
,62,1351702572,,,,,,,-96.7504787,43.4896126,,,,POINT(-96.7504787 43.4896126),3.0,3.0,6.0
,63,80233151,,,,,,,-96.7300015,43.489556,,,,POINT(-96.7300015 43.489556),3.0,3.0,6.0
,64,80230902,,,,,,,-96.7295088,43.4858939,,,,POINT(-96.7295088 43.4858939),4.0,4.0,8.0
,65,80233196,,,,,,,-96.7294741,43.4837731,,,,POINT(-96.7294741 43.4837731),3.0,3.0,6.0
,66,1351495811,,,,,,,-96.7294874,43.4823349,,,,POINT(-96.7294874 43.4823349),4.0,4.0,8.0
,67,9318322971,,,,,,,-96.7337921,43.4896457,,,,POINT(-96.7337921 43.4896457),2.0,2.0,4.0
,68,80233212,,,,,,,-96.7337957,43.4895711,,,,POINT(-96.7337957 43.4895711),3.0,3.0,6.0
,69,80233220,,,,,,,-96.7332428,43.4883696,,,,POINT(-96.7332428 43.4883696),3.0,3.0,6.0
,70,80233222,,,,,,,-96.7324516,43.4868144,,,,POINT(-96.7324516 43.4868144),3.0,3.0,6.0
,71,80230889,,,,,,,-96.7315794,43.4851263,,,,POINT(-96.7315794 43.4851263),3.0,3.0,6.0
,72,1351702468,turning_circle,,,turning_circle,,,-96.7536973,43.486341,,,,POINT(-96.7536973 43.486341),1.0,1.0,2.0
,73,2013909126,,,,,,,-96.7523186,43.4857175,,,,POINT(-96.7523186 43.4857175),3.0,3.0,6.0
,74,80233619,,,,,,,-96.7482025,43.4860133,,,,POINT(-96.7482025 43.4860133),2.0,2.0,4.0
,75,80233663,,,,,,,-96.7424182,43.4890448,,,,POINT(-96.7424182 43.4890448),4.0,4.0,8.0
,76,80233687,,,,,,,-96.7450888,43.4881836,,,,POINT(-96.7450888 43.4881836),3.0,3.0,6.0
,77,80233638,,,,,,,-96.7450833,43.4860016,,,,POINT(-96.7450833 43.4860016),3.0,3.0,6.0
,78,80233697,,,,,,,-96.7424308,43.4874012,,,,POINT(-96.7424308 43.4874012),3.0,3.0,6.0
,79,80233725,,,,,,,-96.7404981,43.4855773,,,,POINT(-96.7404981 43.4855773),3.0,3.0,6.0
,80,80232289,,,,,,,-96.7513275,43.4912803,,,,POINT(-96.7513275 43.4912803),3.0,3.0,6.0
,81,80234551,,,,,,,-96.7521549,43.4941698,,,,POINT(-96.7521549 43.4941698),3.0,3.0,6.0
,82,80234646,turning_circle,,,turning_circle,,,-96.7385038,43.4888571,,,,POINT(-96.7385038 43.4888571),1.0,1.0,2.0
,83,5082761294,,,,,,,-96.7394771,43.4887751,,,,POINT(-96.7394771 43.4887751),3.0,3.0,6.0
,84,80234660,,,,,,,-96.7397722,43.4895835,,,,POINT(-96.7397722 43.4895835),3.0,3.0,6.0
,85,80234692,,,,,,,-96.7414672,43.4895848,,,,POINT(-96.7414672 43.4895848),2.0,2.0,4.0
,86,9318322962,,,,,,,-96.7414662,43.4896577,,,,POINT(-96.7414662 43.4896577),3.0,3.0,6.0
,87,80234694,,,,,,,-96.7414592,43.4901615,,,,POINT(-96.7414592 43.4901615),3.0,3.0,6.0
,88,80234703,,,,,,,-96.7416515,43.4910599,,,,POINT(-96.7416515 43.4910599),3.0,3.0,6.0
,89,80234721,,,,,,,-96.7432784,43.4927612,,,,POINT(-96.7432784 43.4927612),3.0,3.0,6.0
,90,80235180,,,,,,,-96.7541978,43.4899313,,,,POINT(-96.7541978 43.4899313),3.0,3.0,6.0
,91,1562707122,,,,,,,-96.7538323,43.4917884,,,,POINT(-96.7538323 43.4917884),3.0,3.0,6.0
,92,80235207,,,,,,,-96.7606115,43.4770677,,,,POINT(-96.7606115 43.4770677),3.0,3.0,6.0
,93,80235208,turning_circle,,,turning_circle,,,-96.7603276,43.4767248,,,,POINT(-96.7603276 43.4767248),1.0,1.0,2.0
,94,80235209,,,,,,,-96.730158,43.4837749,,,,POINT(-96.730158 43.4837749),3.0,3.0,6.0
,95,80235212,,,,,,,-96.7301621,43.4849216,,,,POINT(-96.7301621 43.4849216),3.0,3.0,6.0
,96,80230897,,,,,,,-96.7303285,43.4855313,,,,POINT(-96.7303285 43.4855313),3.0,3.0,6.0
,97,80235218,turning_circle,,,turning_circle,,,-96.7303249,43.4829346,,,,POINT(-96.7303249 43.4829346),1.0,1.0,2.0
,98,80235226,,,,,,,-96.7308889,43.4836116,,,,POINT(-96.7308889 43.4836116),3.0,3.0,6.0
,99,80235416,,,,,,,-96.7516384,43.4948554,,,,POINT(-96.7516384 43.4948554),1.0,1.0,2.0
,100,80232222,,,,,,,-96.7509356,43.4945973,,,,POINT(-96.7509356 43.4945973),4.0,4.0,8.0
,101,80232247,,,,,,,-96.7498282,43.4945895,,,,POINT(-96.7498282 43.4945895),3.0,3.0,6.0
,102,80232723,,,,,,,-96.7565422,43.4771425,,,,POINT(-96.7565422 43.4771425),3.0,3.0,6.0
,103,80236959,,,,,,,-96.7579689,43.4771464,,,,POINT(-96.7579689 43.4771464),3.0,3.0,6.0
,104,80236963,,,,,,,-96.7591153,43.4771516,,,,POINT(-96.7591153 43.4771516),3.0,3.0,6.0
,105,80236973,,,,,,,-96.761052,43.4767558,,,,POINT(-96.761052 43.4767558),3.0,3.0,6.0
,106,80236978,,,,,,,-96.7618364,43.4760959,,,,POINT(-96.7618364 43.4760959),3.0,3.0,6.0
,107,1351702179,,,,,,,-96.7622544,43.4752918,,,,POINT(-96.7622544 43.4752918),3.0,3.0,6.0
,108,80237041,,,,,,,-96.7356971,43.4863857,,,,POINT(-96.7356971 43.4863857),3.0,3.0,6.0
,109,80237051,,,,,,,-96.7336869,43.4864589,,,,POINT(-96.7336869 43.4864589),4.0,4.0,8.0
,110,1351495789,,,,,,,-96.7293052,43.4810791,,,,POINT(-96.7293052 43.4810791),2.0,2.0,4.0
,111,8043016320,,,,,,,-96.7301673,43.4808892,,,,POINT(-96.7301673 43.4808892),3.0,3.0,6.0
,112,2030988851,,,,,,,-96.7309504,43.4810091,,,,POINT(-96.7309504 43.4810091),3.0,3.0,6.0
,113,1351495799,,,,,,,-96.7316063,43.4815671,,,,POINT(-96.7316063 43.4815671),2.0,2.0,4.0
,114,10582520235,,,,,,,-96.7639642,43.4962225,,,,POINT(-96.7639642 43.4962225),1.0,1.0,2.0
,115,80237467,,,,,,,-96.7649442,43.4956211,,,,POINT(-96.7649442 43.4956211),3.0,3.0,6.0
,116,80237470,,,,,,,-96.765246,43.4953268,,,,POINT(-96.765246 43.4953268),2.0,2.0,4.0
,117,80237491,turning_circle,,,turning_circle,,,-96.7641381,43.4953648,,,,POINT(-96.7641381 43.4953648),1.0,1.0,2.0
,118,80237504,,,,,,,-96.7474976,43.494125,,,,POINT(-96.7474976 43.494125),4.0,4.0,8.0
,119,80237506,,,,,,,-96.7484693,43.4941288,,,,POINT(-96.7484693 43.4941288),3.0,3.0,6.0
,120,80232255,,,,,,,-96.7496157,43.494155,,,,POINT(-96.7496157 43.494155),4.0,4.0,8.0
,121,669249902,,,,,,,-96.7535592,43.4941882,,,,POINT(-96.7535592 43.4941882),3.0,3.0,6.0
,122,80234612,,,,,,,-96.7540309,43.4941924,,,,POINT(-96.7540309 43.4941924),3.0,3.0,6.0
,123,80237513,,,,,,,-96.7560746,43.4942192,,,,POINT(-96.7560746 43.4942192),4.0,4.0,8.0
,124,80237517,,,,,,,-96.7567401,43.4942237,,,,POINT(-96.7567401 43.4942237),3.0,3.0,6.0
,125,80237525,,,,,,,-96.7574773,43.4942892,,,,POINT(-96.7574773 43.4942892),4.0,4.0,8.0
,126,80239039,,,,,,,-96.7019106,43.494354,,,,POINT(-96.7019106 43.494354),3.0,3.0,6.0
,127,80239044,,,,,,,-96.7005227,43.4943457,,,,POINT(-96.7005227 43.4943457),3.0,3.0,6.0
,128,80239047,,,,,,,-96.698292,43.494339,,,,POINT(-96.698292 43.494339),3.0,3.0,6.0
,129,80239323,,,,,,,-96.7224205,43.4889206,,,,POINT(-96.7224205 43.4889206),3.0,3.0,6.0
,130,80230776,,,,,,,-96.7235344,43.4889214,,,,POINT(-96.7235344 43.4889214),3.0,3.0,6.0
,131,80262910,,,,,,,-96.7237286,43.4889231,,,,POINT(-96.7237286 43.4889231),2.0,2.0,4.0
,132,80240030,,,,,,,-96.7772054,43.4785454,,,,POINT(-96.7772054 43.4785454),3.0,3.0,6.0
,133,1351702288,,,,,,,-96.7753357,43.4785421,,,,POINT(-96.7753357 43.4785421),3.0,3.0,6.0
,134,80240032,,,,,,,-96.7741978,43.4785337,,,,POINT(-96.7741978 43.4785337),3.0,3.0,6.0
,135,80240043,,,,,,,-96.7724528,43.4783784,,,,POINT(-96.7724528 43.4783784),3.0,3.0,6.0
,136,80240047,,,,,,,-96.7714067,43.4780684,,,,POINT(-96.7714067 43.4780684),4.0,4.0,8.0
,137,80293882,,,,,,,-96.7710845,43.485615,,,,POINT(-96.7710845 43.485615),3.0,3.0,6.0
,138,80304181,,,,,,,-96.7710865,43.4826332,,,,POINT(-96.7710865 43.4826332),4.0,4.0,8.0
,139,80240164,,,,,,,-96.7710756,43.4788309,,,,POINT(-96.7710756 43.4788309),3.0,3.0,6.0
,140,80240157,,,,,,,-96.7711625,43.4785034,,,,POINT(-96.7711625 43.4785034),3.0,3.0,6.0
,141,80240464,turning_circle,,,turning_circle,,,-96.7611588,43.4789312,,,,POINT(-96.7611588 43.4789312),1.0,1.0,2.0
,142,80240485,motorway_junction,,,motorway_junction,,,-96.7775785,43.4936768,,,,POINT(-96.7775785 43.4936768),2.0,1.0,3.0
,143,2445411741,,,,,,,-96.7702666,43.4928965,,,,POINT(-96.7702666 43.4928965),1.0,1.0,2.0
,144,1351702195,,,,,,,-96.7537305,43.4757452,,,,POINT(-96.7537305 43.4757452),3.0,3.0,6.0
,145,1351702269,,,,,,,-96.7546141,43.4772059,,,,POINT(-96.7546141 43.4772059),3.0,3.0,6.0
,146,80232730,,,,,,,-96.7565471,43.4780452,,,,POINT(-96.7565471 43.4780452),4.0,4.0,8.0
,147,80240611,,,,,,,-96.764263,43.4783012,,,,POINT(-96.764263 43.4783012),3.0,3.0,6.0
,148,80240691,turning_circle,,,turning_circle,,,-96.7645062,43.4780982,,,,POINT(-96.7645062 43.4780982),1.0,1.0,2.0
,149,80241323,,,,,,,-96.7368828,43.4846349,,,,POINT(-96.7368828 43.4846349),3.0,3.0,6.0
,150,80237143,,,,,,,-96.7368805,43.4873061,,,,POINT(-96.7368805 43.4873061),3.0,3.0,6.0
,151,80241342,turning_circle,,,turning_circle,,,-96.7368049,43.4889692,,,,POINT(-96.7368049 43.4889692),1.0,1.0,2.0
,152,80241402,turning_circle,,,turning_circle,,,-96.7438008,43.4872821,,,,POINT(-96.7438008 43.4872821),1.0,1.0,2.0
,153,80233644,,,,,,,-96.7439056,43.4859989,,,,POINT(-96.7439056 43.4859989),3.0,3.0,6.0
,154,80241887,,,,,,,-96.7113024,43.4888893,,,,POINT(-96.7113024 43.4888893),3.0,3.0,6.0
,155,80241889,,,,,,,-96.7127331,43.4889079,,,,POINT(-96.7127331 43.4889079),3.0,3.0,6.0
,156,1903048711,,,,,,,-96.7140227,43.4889169,,,,POINT(-96.7140227 43.4889169),3.0,3.0,6.0
,157,1903050276,,,,,,,-96.7151192,43.4889137,,,,POINT(-96.7151192 43.4889137),3.0,3.0,6.0
,158,1903044299,,,,,,,-96.7161439,43.4889223,,,,POINT(-96.7161439 43.4889223),3.0,3.0,6.0
,159,1903044300,,,,,,,-96.7171632,43.4889145,,,,POINT(-96.7171632 43.4889145),2.0,2.0,4.0
,160,80245660,,,,,,,-96.7382352,43.5003422,,,,POINT(-96.7382352 43.5003422),4.0,4.0,8.0
,161,80245672,turning_circle,,,turning_circle,,,-96.7379387,43.4995428,,,,POINT(-96.7379387 43.4995428),1.0,1.0,2.0
,162,80245745,,,,,,,-96.7475252,43.4953105,,,,POINT(-96.7475252 43.4953105),3.0,3.0,6.0
,163,80221740,,,,,,,-96.7487945,43.495336,,,,POINT(-96.7487945 43.495336),1.0,1.0,2.0
,164,80246131,,,,,,,-96.7111401,43.4972369,,,,POINT(-96.7111401 43.4972369),3.0,3.0,6.0
,165,80214774,,,,,,,-96.7111474,43.4964019,,,,POINT(-96.7111474 43.4964019),4.0,4.0,8.0
,166,80214778,,,,,,,-96.7111553,43.4956214,,,,POINT(-96.7111553 43.4956214),4.0,4.0,8.0
,167,80214780,,,,,,,-96.7111606,43.4948582,,,,POINT(-96.7111606 43.4948582),3.0,3.0,6.0
,168,80285440,,,,,,,-96.6999999,43.4972565,,,,POINT(-96.6999999 43.4972565),3.0,3.0,6.0
,169,80246492,,,,,,,-96.7068781,43.4940125,,,,POINT(-96.7068781 43.4940125),3.0,3.0,6.0
,170,2459137346,turning_circle,,,turning_circle,,,-96.7069119,43.4932617,,,,POINT(-96.7069119 43.4932617),1.0,1.0,2.0
,171,80247271,,,,,,,-96.8085784,43.498778,,,,POINT(-96.8085784 43.498778),1.0,1.0,2.0
,172,80803019,,,,,,,-96.808039,43.500312,,,,POINT(-96.808039 43.500312),3.0,3.0,6.0
,173,80247374,,,,,,,-96.80861,43.4973009,,,,POINT(-96.80861 43.4973009),1.0,1.0,2.0
,174,80247378,,,,,,,-96.8086122,43.4969846,,,,POINT(-96.8086122 43.4969846),3.0,3.0,6.0
,175,80287993,,,,,,,-96.8085387,43.4960678,,,,POINT(-96.8085387 43.4960678),3.0,3.0,6.0
,176,80287792,,,,,,,-96.8085357,43.4954907,,,,POINT(-96.8085357 43.4954907),3.0,3.0,6.0
,177,80310058,,,,,,,-96.8085665,43.4932879,,,,POINT(-96.8085665 43.4932879),3.0,3.0,6.0
,178,80247699,,,,,,,-96.7907936,43.4957493,,,,POINT(-96.7907936 43.4957493),1.0,2.0,3.0
,179,80247715,,,,,,,-96.800954,43.4924239,,,,POINT(-96.800954 43.4924239),3.0,3.0,6.0
,180,80247737,,,,,,,-96.800046,43.4904119,,,,POINT(-96.800046 43.4904119),3.0,3.0,6.0
,181,80247756,,,,,,,-96.799085,43.4913287,,,,POINT(-96.799085 43.4913287),3.0,3.0,6.0
,182,80247758,,,,,,,-96.7990695,43.4920228,,,,POINT(-96.7990695 43.4920228),3.0,3.0,6.0
,183,80247766,,,,,,,-96.7991181,43.4924257,,,,POINT(-96.7991181 43.4924257),3.0,3.0,6.0
,184,80304908,,,,,,,-96.8062717,43.4924463,,,,POINT(-96.8062717 43.4924463),3.0,3.0,6.0
,185,80248395,,,,,,,-96.8096644,43.4924505,,,,POINT(-96.8096644 43.4924505),3.0,3.0,6.0
,186,80248650,,,,,,,-96.7853731,43.4986972,,,,POINT(-96.7853731 43.4986972),2.0,2.0,4.0
,187,1350987700,,,,,,,-96.782628,43.5002442,,,,POINT(-96.782628 43.5002442),2.0,2.0,4.0
,188,1350987716,,,,,,,-96.7826333,43.5003678,,,,POINT(-96.7826333 43.5003678),1.0,2.0,3.0
,189,80249570,,,,,,,-96.763751,43.493753,,,,POINT(-96.763751 43.493753),3.0,3.0,6.0
,190,80249573,,,,,,,-96.762961,43.493641,,,,POINT(-96.762961 43.493641),1.0,1.0,2.0
,191,80249578,,,,,,,-96.762488,43.493248,,,,POINT(-96.762488 43.493248),1.0,1.0,2.0
,192,80249583,,,,,,,-96.763847,43.493286,,,,POINT(-96.763847 43.493286),3.0,3.0,6.0
,193,80249587,,,,,,,-96.7638884,43.4917782,,,,POINT(-96.7638884 43.4917782),3.0,3.0,6.0
,194,80249591,,,,,,,-96.7625742,43.491771,,,,POINT(-96.7625742 43.491771),1.0,1.0,2.0
,195,80254993,,,,,,,-96.7623759,43.4771521,,,,POINT(-96.7623759 43.4771521),4.0,4.0,8.0
,196,80255037,,,,,,,-96.7645815,43.4771742,,,,POINT(-96.7645815 43.4771742),2.0,2.0,4.0
,197,80255044,,,,,,,-96.757362,43.4979538,,,,POINT(-96.757362 43.4979538),1.0,1.0,2.0
,198,80293910,,,,,,,-96.7047409,43.4975084,,,,POINT(-96.7047409 43.4975084),3.0,3.0,6.0
,199,80258054,,,,,,,-96.7035908,43.4973557,,,,POINT(-96.7035908 43.4973557),4.0,4.0,8.0
,200,80258052,,,,,,,-96.702439,43.497198,,,,POINT(-96.702439 43.497198),4.0,4.0,8.0
,201,80289166,,,,,,,-96.701192,43.497015,,,,POINT(-96.701192 43.497015),3.0,3.0,6.0
,202,80259573,,,,,,,-96.7439352,43.4971395,,,,POINT(-96.7439352 43.4971395),3.0,3.0,6.0
,203,80259574,turning_circle,,,turning_circle,,,-96.7442604,43.4974673,,,,POINT(-96.7442604 43.4974673),1.0,1.0,2.0
,204,80262869,,,,,,,-96.7113259,43.4895836,,,,POINT(-96.7113259 43.4895836),3.0,3.0,6.0
,205,2956003800,,,,,,,-96.7113218,43.4894617,,,,POINT(-96.7113218 43.4894617),3.0,3.0,6.0
,206,1903044976,,,,,,,-96.7113052,43.4858865,,,,POINT(-96.7113052 43.4858865),4.0,4.0,8.0
,207,2441222502,,,,,,,-96.7125575,43.4823508,,,,POINT(-96.7125575 43.4823508),3.0,3.0,6.0
,208,80262912,,,,,,,-96.723734,43.4896403,,,,POINT(-96.723734 43.4896403),2.0,2.0,4.0
,209,1375180869,,,,,,,-96.7237355,43.4895161,,,,POINT(-96.7237355 43.4895161),2.0,2.0,4.0
,210,80230781,,,,,,,-96.72361,43.488186,,,,POINT(-96.72361 43.488186),2.0,2.0,4.0
,211,80240630,,,,,,,-96.7646643,43.4795203,,,,POINT(-96.7646643 43.4795203),3.0,3.0,6.0
,212,80264865,,,,,,,-96.7623953,43.4789113,,,,POINT(-96.7623953 43.4789113),3.0,3.0,6.0
,213,80265218,,,,,,,-96.7424073,43.4881846,,,,POINT(-96.7424073 43.4881846),4.0,4.0,8.0
,214,1351593844,,,,,,,-96.7671637,43.4855904,,,,POINT(-96.7671637 43.4855904),3.0,3.0,6.0
,215,80293879,,,,,,,-96.7673383,43.4855915,,,,POINT(-96.7673383 43.4855915),3.0,3.0,6.0
,216,11258114361,traffic_signals,,signal,traffic_signals,,,-96.7674208,43.485592,,,,POINT(-96.7674208 43.485592),2.0,2.0,4.0
,217,80285381,,,,,,,-96.7687806,43.4856005,,,,POINT(-96.7687806 43.4856005),3.0,3.0,6.0
,218,80281083,,,,,,,-96.7699579,43.4856079,,,,POINT(-96.7699579 43.4856079),4.0,4.0,8.0
,219,80266342,,,,,,,-96.7721989,43.485622,,,,POINT(-96.7721989 43.485622),4.0,4.0,8.0
,220,80266344,,,,,,,-96.7733091,43.4856289,,,,POINT(-96.7733091 43.4856289),4.0,4.0,8.0
,221,80241217,,,,,,,-96.7739386,43.4856329,,,,POINT(-96.7739386 43.4856329),1.0,1.0,2.0
,222,80266499,,,,,,,-96.7699528,43.4796337,,,,POINT(-96.7699528 43.4796337),3.0,3.0,6.0
,223,80266501,,,,,,,-96.7689195,43.4796242,,,,POINT(-96.7689195 43.4796242),1.0,1.0,2.0
,224,80268133,,,,,,,-96.7435883,43.4945996,,,,POINT(-96.7435883 43.4945996),3.0,3.0,6.0
,225,80255513,turning_circle,,,turning_circle,,,-96.7438002,43.4940328,,,,POINT(-96.7438002 43.4940328),1.0,1.0,2.0
,226,1562707009,,,,,,,-96.7540874,43.492559,,,,POINT(-96.7540874 43.492559),3.0,3.0,6.0
,227,1562707117,turning_circle,,,turning_circle,,,-96.7526795,43.4901602,,,,POINT(-96.7526795 43.4901602),3.0,3.0,6.0
,228,80232333,,,,,,,-96.7516909,43.4876343,,,,POINT(-96.7516909 43.4876343),3.0,3.0,6.0
,229,80232347,,,,,,,-96.7513038,43.486554,,,,POINT(-96.7513038 43.486554),3.0,3.0,6.0
,230,80234662,,,,,,,-96.7397986,43.4901973,,,,POINT(-96.7397986 43.4901973),3.0,3.0,6.0
,231,80270539,,,,,,,-96.7384541,43.4903616,,,,POINT(-96.7384541 43.4903616),3.0,3.0,6.0
,232,80234683,,,,,,,-96.7404415,43.4922218,,,,POINT(-96.7404415 43.4922218),3.0,3.0,6.0
,233,80271768,,,,,,,-96.7688558,43.4777399,,,,POINT(-96.7688558 43.4777399),1.0,1.0,2.0
,234,80271780,turning_circle,,,turning_circle,,,-96.7726965,43.47769,,,,POINT(-96.7726965 43.47769),1.0,1.0,2.0
,235,1351702257,,,,,,,-96.774189,43.4767591,,,,POINT(-96.774189 43.4767591),3.0,3.0,6.0
,236,1351702386,turning_circle,,,turning_circle,,,-96.7588227,43.4840832,,,,POINT(-96.7588227 43.4840832),1.0,1.0,2.0
