name,node_id,osm_node_id,osm_highway,zone_id,ctrl_type,node_type,activity_type,is_boundary,x_coord,y_coord,intersection_id,poi_id,notes,geometry,out_degree,in_degree,degree
,720,1860609878,,,,,,,-96.7807328,43.5477998,,,,POINT(-96.7807328 43.5477998),1.0,1.0,2.0
,721,80641312,motorway_junction,,,motorway_junction,,,-96.6910729,43.5930424,,,,POINT(-96.6910729 43.5930424),2.0,1.0,3.0
,722,80641324,,,,,,,-96.6941618,43.5872274,,,,POINT(-96.6941618 43.5872274),3.0,3.0,6.0
,723,80641409,motorway_junction,,,motorway_junction,,,-96.7712362,43.6023053,,,,POINT(-96.7712362 43.6023053),2.0,1.0,3.0
,724,80641433,,,,,,,-96.7737595,43.6005808,,,,POINT(-96.7737595 43.6005808),1.0,1.0,2.0
,725,80641582,motorway_junction,,,motorway_junction,,,-96.6939481,43.5437938,,,,POINT(-96.6939481 43.5437938),2.0,1.0,3.0
,726,2458750888,,,,,,,-96.6936644,43.5458983,,,,POINT(-96.6936644 43.5458983),1.0,1.0,2.0
,727,80641583,motorway_junction,,,motorway_junction,,,-96.6936179,43.5676932,,,,POINT(-96.6936179 43.5676932),2.0,1.0,3.0
,728,7843948547,traffic_signals,,signal,traffic_signals,,,-96.6950388,43.5632887,,,,POINT(-96.6950388 43.5632887),1.0,1.0,2.0
,729,1924976149,,,,,,,-96.6950097,43.5631113,,,,POINT(-96.6950097 43.5631113),2.0,3.0,5.0
,730,80641631,motorway_junction,,,motorway_junction,,,-96.7802597,43.5231438,,,,POINT(-96.7802597 43.5231438),2.0,1.0,3.0
,731,2446584775,,,,,,,-96.779246,43.5262538,,,,POINT(-96.779246 43.5262538),1.0,1.0,2.0
,732,80641722,motorway_junction,,,motorway_junction,,,-96.6939633,43.5507201,,,,POINT(-96.6939633 43.5507201),2.0,1.0,3.0
,733,2458750911,,,,,,,-96.6945283,43.5475725,,,,POINT(-96.6945283 43.5475725),1.0,1.0,2.0
,734,80641729,,,,,,,-96.6945123,43.5471606,,,,POINT(-96.6945123 43.5471606),2.0,1.0,3.0
,735,2458750889,traffic_signals,,signal,traffic_signals,,,-96.6943271,43.5468588,,,,POINT(-96.6943271 43.5468588),1.0,1.0,2.0
,736,2458750784,,,,,,,-96.6941832,43.5467522,,,,POINT(-96.6941832 43.5467522),2.0,2.0,4.0
,737,80641897,motorway_junction,,,motorway_junction,,,-96.6932682,43.5645776,,,,POINT(-96.6932682 43.5645776),2.0,1.0,3.0
,738,2456582568,traffic_signals,,signal,traffic_signals,,,-96.6916241,43.5646252,,,,POINT(-96.6916241 43.5646252),2.0,1.0,3.0
,739,80641914,motorway_junction,,,motorway_junction,,,-96.7358699,43.5082177,,,,POINT(-96.7358699 43.5082177),2.0,1.0,3.0
,740,80641916,,,,,,,-96.7325824,43.5089845,,,,POINT(-96.7325824 43.5089845),1.0,1.0,2.0
,741,80641941,motorway_junction,,,motorway_junction,,,-96.7166185,43.5139681,,,,POINT(-96.7166185 43.5139681),2.0,1.0,3.0
,742,2451195066,,,,,,,-96.713277,43.5142535,,,,POINT(-96.713277 43.5142535),1.0,1.0,2.0
,743,80641970,motorway_junction,,,motorway_junction,,,-96.7062171,43.5187379,,,,POINT(-96.7062171 43.5187379),2.0,1.0,3.0
,744,2451211142,,,,,,,-96.7095929,43.5167961,,,,POINT(-96.7095929 43.5167961),1.0,1.0,2.0
,745,2447759605,motorway_junction,,,motorway_junction,,,-96.7711049,43.5805917,,,,POINT(-96.7711049 43.5805917),2.0,1.0,3.0
,746,80641988,,,,,,,-96.7768366,43.5743522,,,,POINT(-96.7768366 43.5743522),1.0,1.0,2.0
,747,1360596320,motorway_junction,,,motorway_junction,,,-96.776633,43.6125682,,,,POINT(-96.776633 43.6125682),2.0,1.0,3.0
,748,504669441,,,,,,,-96.7710387,43.6086224,,,,POINT(-96.7710387 43.6086224),1.0,2.0,3.0
,749,80673149,motorway_junction,,,motorway_junction,,,-96.7704151,43.6086607,,,,POINT(-96.7704151 43.6086607),2.0,1.0,3.0
,750,504669387,,,,,,,-96.7636555,43.612653,,,,POINT(-96.7636555 43.612653),1.0,2.0,3.0
,751,11649300551,,,,,,,-96.7702905,43.5728923,,,,POINT(-96.7702905 43.5728923),3.0,2.0,5.0
,752,11649300553,,,,,,,-96.7705916,43.5729374,,,,POINT(-96.7705916 43.5729374),2.0,2.0,4.0
,753,80673106,,,,,,,-96.7706565,43.5789204,,,,POINT(-96.7706565 43.5789204),1.0,2.0,3.0
,754,80642815,motorway_junction,,,motorway_junction,,,-96.7060405,43.6057799,,,,POINT(-96.7060405 43.6057799),2.0,1.0,3.0
,755,80642810,,,,,,,-96.7093594,43.6061509,,,,POINT(-96.7093594 43.6061509),1.0,1.0,2.0
,756,80643353,motorway_junction,,,motorway_junction,,,-96.7035397,43.5237542,,,,POINT(-96.7035397 43.5237542),2.0,1.0,3.0
,757,2451210884,,,,,,,-96.699121,43.5282292,,,,POINT(-96.699121 43.5282292),1.0,1.0,2.0
,758,80744246,,,,,,,-96.6817925,43.5548421,,,,POINT(-96.6817925 43.5548421),4.0,4.0,8.0
,759,80744248,,,,,,,-96.6829536,43.55485,,,,POINT(-96.6829536 43.55485),4.0,4.0,8.0
,760,80643412,,,,,,,-96.6842421,43.5548566,,,,POINT(-96.6842421 43.5548566),3.0,3.0,6.0
,761,1902509372,,,,,,,-96.6864744,43.5547768,,,,POINT(-96.6864744 43.5547768),2.0,2.0,4.0
,762,80642646,,,,,,,-96.7705934,43.572891,,,,POINT(-96.7705934 43.572891),4.0,4.0,8.0
,763,2447768124,,,,,,,-96.7678781,43.5681078,,,,POINT(-96.7678781 43.5681078),3.0,3.0,6.0
,764,2447767877,,,,,,,-96.7677078,43.5680936,,,,POINT(-96.7677078 43.5680936),3.0,3.0,6.0
,765,80643487,turning_circle,,,turning_circle,,,-96.7669263,43.5671876,,,,POINT(-96.7669263 43.5671876),2.0,2.0,4.0
,766,80643663,motorway_junction,,,motorway_junction,,,-96.6905935,43.6015675,,,,POINT(-96.6905935 43.6015675),2.0,1.0,3.0
,767,2450224399,,,,,,,-96.6843013,43.6071327,,,,POINT(-96.6843013 43.6071327),1.0,2.0,3.0
,768,80643757,motorway_junction,,,motorway_junction,,,-96.7696483,43.6126157,,,,POINT(-96.7696483 43.6126157),2.0,1.0,3.0
,769,1360596353,,,,,,,-96.7700857,43.612405,,,,POINT(-96.7700857 43.612405),1.0,2.0,3.0
,770,80643788,motorway_junction,,,motorway_junction,,,-96.6974433,43.6059799,,,,POINT(-96.6974433 43.6059799),2.0,1.0,3.0
,771,80643841,,,,,,,-96.6909302,43.6021603,,,,POINT(-96.6909302 43.6021603),1.0,2.0,3.0
,772,80643982,motorway_junction,,,motorway_junction,,,-96.7454555,43.5048617,,,,POINT(-96.7454555 43.5048617),2.0,1.0,3.0
,773,80643992,,,,,,,-96.7482538,43.5043286,,,,POINT(-96.7482538 43.5043286),1.0,1.0,2.0
,774,80644038,motorway_junction,,,motorway_junction,,,-96.7713968,43.5913854,,,,POINT(-96.7713968 43.5913854),2.0,1.0,3.0
,775,2449935702,,,,,,,-96.7716874,43.5888333,,,,POINT(-96.7716874 43.5888333),1.0,1.0,2.0
,776,80644039,,,,,,,-96.7717661,43.588256,,,,POINT(-96.7717661 43.588256),2.0,1.0,3.0
,777,2449159153,,,,,,,-96.7721486,43.587498,,,,POINT(-96.7721486 43.587498),1.0,2.0,3.0
,778,80644048,,,,,,,-96.7724642,43.5873769,,,,POINT(-96.7724642 43.5873769),2.0,1.0,3.0
,779,80644074,,,,,,,-96.771748,43.5866315,,,,POINT(-96.771748 43.5866315),1.0,2.0,3.0
,780,80644092,motorway_junction,,,motorway_junction,,,-96.7707643,43.5832666,,,,POINT(-96.7707643 43.5832666),2.0,1.0,3.0
,781,2449935722,,,,,,,-96.7704457,43.5860201,,,,POINT(-96.7704457 43.5860201),1.0,1.0,2.0
,782,80644323,motorway_junction,,,motorway_junction,,,-96.7525549,43.5018792,,,,POINT(-96.7525549 43.5018792),2.0,1.0,3.0
,783,80644314,,,,,,,-96.7498091,43.5023405,,,,POINT(-96.7498091 43.5023405),1.0,1.0,2.0
,784,80641602,,,,,,,-96.694921,43.563144,,,,POINT(-96.694921 43.563144),3.0,2.0,5.0
,785,2456530652,,,,,,,-96.6949977,43.5635609,,,,POINT(-96.6949977 43.5635609),1.0,2.0,3.0
,786,80644412,motorway_junction,,,motorway_junction,,,-96.780604,43.5189253,,,,POINT(-96.780604 43.5189253),2.0,1.0,3.0
,787,2445461661,,,,,,,-96.7811147,43.5163988,,,,POINT(-96.7811147 43.5163988),1.0,1.0,2.0
,788,2451211066,motorway_junction,,,motorway_junction,,,-96.7011762,43.5289618,,,,POINT(-96.7011762 43.5289618),2.0,1.0,3.0
,789,80644741,,,,,,,-96.703074,43.5284491,,,,POINT(-96.703074 43.5284491),2.0,1.0,3.0
,790,10275900269,,,,,,,-96.7032305,43.5292215,,,,POINT(-96.7032305 43.5292215),2.0,2.0,4.0
,791,8450869026,,,,,,,-96.7032333,43.529324,,,,POINT(-96.7032333 43.529324),1.0,2.0,3.0
,792,80644773,motorway_junction,,,motorway_junction,,,-96.7166663,43.6056908,,,,POINT(-96.7166663 43.6056908),2.0,1.0,3.0
,793,5218726559,,,,,,,-96.7128385,43.6052817,,,,POINT(-96.7128385 43.6052817),2.0,1.0,3.0
,794,1360596399,motorway_junction,,,motorway_junction,,,-96.7710539,43.6128721,,,,POINT(-96.7710539 43.6128721),2.0,1.0,3.0
,795,1360596386,,,,,,,-96.7706691,43.6130492,,,,POINT(-96.7706691 43.6130492),1.0,2.0,3.0
,796,1360596346,motorway_junction,,,motorway_junction,,,-96.7700349,43.6130372,,,,POINT(-96.7700349 43.6130372),2.0,1.0,3.0
,797,616070039,,,,,,,-96.7697315,43.6128738,,,,POINT(-96.7697315 43.6128738),1.0,2.0,3.0
,798,1360596151,motorway_junction,,,motorway_junction,,,-96.7641347,43.6128876,,,,POINT(-96.7641347 43.6128876),2.0,1.0,3.0
,799,1360596181,,,,,,,-96.7696909,43.6169775,,,,POINT(-96.7696909 43.6169775),1.0,2.0,3.0
,800,80645480,,,,,,,-96.6214006,43.531044,,,,POINT(-96.6214006 43.531044),3.0,2.0,5.0
,801,80645579,,,,,,,-96.7777378,43.5085424,,,,POINT(-96.7777378 43.5085424),3.0,2.0,5.0
,802,80645581,,,,,,,-96.7777283,43.5075744,,,,POINT(-96.7777283 43.5075744),2.0,3.0,5.0
,803,80645737,,,,,,,-96.6435226,43.5585347,,,,POINT(-96.6435226 43.5585347),3.0,3.0,6.0
,804,80645739,,,,,,,-96.643487,43.556588,,,,POINT(-96.643487 43.556588),1.0,1.0,2.0
,805,80641574,,,,,,,-96.6936653,43.546235,,,,POINT(-96.6936653 43.546235),2.0,1.0,3.0
,806,2458750803,,,,,,,-96.6932186,43.5466274,,,,POINT(-96.6932186 43.5466274),1.0,2.0,3.0
,807,1360596164,motorway_junction,,,motorway_junction,,,-96.7706287,43.6172867,,,,POINT(-96.7706287 43.6172867),2.0,1.0,3.0
,808,504669434,,,,,,,-96.7765304,43.6128188,,,,POINT(-96.7765304 43.6128188),1.0,2.0,3.0
,809,4423084501,motorway_junction,,,motorway_junction,,,-96.7777936,43.5727959,,,,POINT(-96.7777936 43.5727959),2.0,1.0,3.0
,810,80645973,,,,,,,-96.7784785,43.5672614,,,,POINT(-96.7784785 43.5672614),1.0,2.0,3.0
,811,80646164,motorway_junction,,,motorway_junction,,,-96.6916653,43.6067278,,,,POINT(-96.6916653 43.6067278),2.0,1.0,3.0
,812,80646106,,,,,,,-96.6909138,43.6069541,,,,POINT(-96.6909138 43.6069541),1.0,2.0,3.0
,813,80644096,,,,,,,-96.7703655,43.5865692,,,,POINT(-96.7703655 43.5865692),2.0,1.0,3.0
,814,80646199,,,,,,,-96.7699272,43.5873722,,,,POINT(-96.7699272 43.5873722),1.0,2.0,3.0
,816,80647182,,,,,,,-96.7756111,43.5085463,,,,POINT(-96.7756111 43.5085463),2.0,3.0,5.0
,817,80647187,,,,,,,-96.669983,43.560048,,,,POINT(-96.669983 43.560048),3.0,3.0,6.0
,818,80647195,turning_circle,,,turning_circle,,,-96.67028,43.559098,,,,POINT(-96.67028 43.559098),1.0,1.0,2.0
,819,80647200,,,,,,,-96.8202036,43.5071479,,,,POINT(-96.8202036 43.5071479),3.0,3.0,6.0
,820,1341476717,,,,,,,-96.820208,43.5063518,,,,POINT(-96.820208 43.5063518),3.0,3.0,6.0
,821,1350987959,,,,,,,-96.8202037,43.505541,,,,POINT(-96.8202037 43.505541),3.0,3.0,6.0
,822,80647202,,,,,,,-96.8201995,43.5047342,,,,POINT(-96.8201995 43.5047342),4.0,4.0,8.0
,823,80647204,,,,,,,-96.8201983,43.5037909,,,,POINT(-96.8201983 43.5037909),3.0,3.0,6.0
,824,80647210,,,,,,,-96.8202158,43.5022681,,,,POINT(-96.8202158 43.5022681),2.0,2.0,4.0
,825,80647216,,,,,,,-96.784162,43.5438143,,,,POINT(-96.784162 43.5438143),2.0,2.0,4.0
,826,80647218,,,,,,,-96.784112,43.542396,,,,POINT(-96.784112 43.542396),3.0,3.0,6.0
,827,80647220,,,,,,,-96.784117,43.541807,,,,POINT(-96.784117 43.541807),3.0,3.0,6.0
,828,80647221,,,,,,,-96.78412,43.541692,,,,POINT(-96.78412 43.541692),3.0,3.0,6.0
,829,80647225,,,,,,,-96.784106,43.541187,,,,POINT(-96.784106 43.541187),3.0,3.0,6.0
,830,80647227,,,,,,,-96.784114,43.540994,,,,POINT(-96.784114 43.540994),3.0,3.0,6.0
,831,80647229,,,,,,,-96.784106,43.540573,,,,POINT(-96.784106 43.540573),3.0,3.0,6.0
,832,80647231,,,,,,,-96.784104,43.540247,,,,POINT(-96.784104 43.540247),3.0,3.0,6.0
,833,80647264,,,,,,,-96.78354,43.537124,,,,POINT(-96.78354 43.537124),3.0,3.0,6.0
,834,80647241,,,,,,,-96.783554,43.537742,,,,POINT(-96.783554 43.537742),3.0,3.0,6.0
,835,80647252,,,,,,,-96.783965,43.537887,,,,POINT(-96.783965 43.537887),3.0,3.0,6.0
,836,80647254,,,,,,,-96.783998,43.538389,,,,POINT(-96.783998 43.538389),3.0,3.0,6.0
,837,80647259,,,,,,,-96.784341,43.539763,,,,POINT(-96.784341 43.539763),3.0,3.0,6.0
,838,80647260,,,,,,,-96.784339,43.538398,,,,POINT(-96.784339 43.538398),3.0,3.0,6.0
,839,80646194,,,,,,,-96.719897,43.606571,,,,POINT(-96.719897 43.606571),2.0,2.0,4.0
,840,80647269,,,,,,,-96.717909,43.606377,,,,POINT(-96.717909 43.606377),3.0,3.0,6.0
,841,80647287,,,,,,,-96.713614,43.606578,,,,POINT(-96.713614 43.606578),3.0,3.0,6.0
,842,80647293,,,,,,,-96.675919,43.546632,,,,POINT(-96.675919 43.546632),3.0,3.0,6.0
,843,80647301,,,,,,,-96.674314,43.547081,,,,POINT(-96.674314 43.547081),4.0,4.0,8.0
,844,80647311,,,,,,,-96.673612,43.547552,,,,POINT(-96.673612 43.547552),3.0,3.0,6.0
,845,80647313,,,,,,,-96.673608,43.548474,,,,POINT(-96.673608 43.548474),3.0,3.0,6.0
,846,80647328,,,,,,,-96.6715345,43.5493632,,,,POINT(-96.6715345 43.5493632),4.0,4.0,8.0
,847,80647336,,,,,,,-96.6513332,43.5346574,,,,POINT(-96.6513332 43.5346574),1.0,1.0,2.0
,848,80647340,,,,,,,-96.6513492,43.5366603,,,,POINT(-96.6513492 43.5366603),4.0,4.0,8.0
,849,1375318307,,,,,,,-96.6515307,43.5391791,,,,POINT(-96.6515307 43.5391791),3.0,3.0,6.0
,852,2458997414,,,,,,,-96.6513614,43.5063308,,,,POINT(-96.6513614 43.5063308),1.0,1.0,2.0
,853,80647470,,,,,,,-96.65133,43.5300167,,,,POINT(-96.65133 43.5300167),2.0,2.0,4.0
,854,80647472,turning_circle,,,turning_circle,,,-96.6513989,43.5297284,,,,POINT(-96.6513989 43.5297284),1.0,1.0,2.0
,855,80647525,,,,,,,-96.636452,43.550933,,,,POINT(-96.636452 43.550933),1.0,1.0,2.0
,856,80647526,,,,,,,-96.636439,43.551474,,,,POINT(-96.636439 43.551474),3.0,3.0,6.0
,857,80647528,,,,,,,-96.636917,43.55388,,,,POINT(-96.636917 43.55388),3.0,3.0,6.0
,858,80647529,,,,,,,-96.7113698,43.5837627,,,,POINT(-96.7113698 43.5837627),3.0,3.0,6.0
,859,8348738089,,,,,,,-96.70893,43.5837433,,,,POINT(-96.70893 43.5837433),4.0,4.0,8.0
,860,80647534,,,,,,,-96.703902,43.583836,,,,POINT(-96.703902 43.583836),3.0,3.0,6.0
,861,80647535,,,,,,,-96.7013952,43.5838318,,,,POINT(-96.7013952 43.5838318),4.0,4.0,8.0
,862,80647537,,,,,,,-96.699172,43.583817,,,,POINT(-96.699172 43.583817),3.0,3.0,6.0
,863,80647543,,,,,,,-96.695237,43.583802,,,,POINT(-96.695237 43.583802),3.0,3.0,6.0
,864,80647548,,,,,,,-96.7262812,43.5234018,,,,POINT(-96.7262812 43.5234018),3.0,3.0,6.0
,865,80647550,,,,,,,-96.72528,43.5233878,,,,POINT(-96.72528 43.5233878),4.0,4.0,8.0
,866,80647552,,,,,,,-96.7238182,43.5233808,,,,POINT(-96.7238182 43.5233808),4.0,4.0,8.0
,867,80647554,,,,,,,-96.7224333,43.5233829,,,,POINT(-96.7224333 43.5233829),4.0,4.0,8.0
,868,80647556,,,,,,,-96.7210478,43.5233745,,,,POINT(-96.7210478 43.5233745),3.0,3.0,6.0
,869,80647561,,,,,,,-96.718629,43.522872,,,,POINT(-96.718629 43.522872),3.0,3.0,6.0
,870,80647562,,,,,,,-96.716861,43.522884,,,,POINT(-96.716861 43.522884),3.0,3.0,6.0
,871,80647574,,,,,,,-96.7152175,43.5221218,,,,POINT(-96.7152175 43.5221218),4.0,4.0,8.0
,872,80647575,,,,,,,-96.708405,43.5233828,,,,POINT(-96.708405 43.5233828),3.0,3.0,6.0
,873,80647583,,,,,,,-96.7068297,43.5230082,,,,POINT(-96.7068297 43.5230082),3.0,3.0,6.0
,874,80647585,,,,,,,-96.7062775,43.5230063,,,,POINT(-96.7062775 43.5230063),4.0,4.0,8.0
,875,80647589,,,,,,,-96.705594,43.52303,,,,POINT(-96.705594 43.52303),3.0,3.0,6.0
,876,80647591,,,,,,,-96.705074,43.522896,,,,POINT(-96.705074 43.522896),1.0,1.0,2.0
,877,10941635383,,,,,,,-96.6701626,43.5391024,,,,POINT(-96.6701626 43.5391024),1.0,1.0,2.0
,878,80647823,,,,,,,-96.6701838,43.5383978,,,,POINT(-96.6701838 43.5383978),3.0,3.0,6.0
,879,80647872,,,,,,,-96.6635631,43.5179291,,,,POINT(-96.6635631 43.5179291),3.0,3.0,6.0
,880,80647874,,,,,,,-96.6635638,43.5154382,,,,POINT(-96.6635638 43.5154382),4.0,4.0,8.0
,881,80647876,,,,,,,-96.663571,43.514826,,,,POINT(-96.663571 43.514826),3.0,3.0,6.0
,882,80647881,,,,,,,-96.663424,43.51422,,,,POINT(-96.663424 43.51422),3.0,3.0,6.0
,883,80647889,,,,,,,-96.663395,43.511736,,,,POINT(-96.663395 43.511736),3.0,3.0,6.0
,884,80647918,,,,,,,-96.6896474,43.5356895,,,,POINT(-96.6896474 43.5356895),3.0,3.0,6.0
,885,80739186,,,,,,,-96.6857745,43.5359987,,,,POINT(-96.6857745 43.5359987),3.0,3.0,6.0
,886,80647938,,,,,,,-96.6979847,43.5357283,,,,POINT(-96.6979847 43.5357283),3.0,3.0,6.0
,887,1375429993,,,,,,,-96.694305,43.5366594,,,,POINT(-96.694305 43.5366594),3.0,3.0,6.0
,888,1375429991,,,,,,,-96.6914138,43.5355497,,,,POINT(-96.6914138 43.5355497),3.0,3.0,6.0
,889,80647961,,,,,,,-96.689936,43.5358821,,,,POINT(-96.689936 43.5358821),3.0,3.0,6.0
,890,80647967,,,,,,,-96.670224,43.5357348,,,,POINT(-96.670224 43.5357348),3.0,3.0,6.0
,891,4805199710,,,,,,,-96.6714262,43.5357449,,,,POINT(-96.6714262 43.5357449),4.0,4.0,8.0
,892,4805199709,,,,,,,-96.6739579,43.5357578,,,,POINT(-96.6739579 43.5357578),1.0,1.0,2.0
,893,80647976,,,,,,,-96.706336,43.534955,,,,POINT(-96.706336 43.534955),3.0,3.0,6.0
,894,80647978,,,,,,,-96.7051795,43.5349472,,,,POINT(-96.7051795 43.5349472),3.0,3.0,6.0
,895,80647980,,,,,,,-96.7042648,43.5349453,,,,POINT(-96.7042648 43.5349453),3.0,3.0,6.0
,896,80647982,,,,,,,-96.7033491,43.5349375,,,,POINT(-96.7033491 43.5349375),3.0,3.0,6.0
,897,80647984,,,,,,,-96.7025498,43.5349312,,,,POINT(-96.7025498 43.5349312),1.0,1.0,2.0
,898,80647988,,,,,,,-96.679235,43.535896,,,,POINT(-96.679235 43.535896),3.0,3.0,6.0
,899,80647990,,,,,,,-96.676648,43.535882,,,,POINT(-96.676648 43.535882),3.0,3.0,6.0
,900,80648154,,,,,,,-96.7078908,43.5782588,,,,POINT(-96.7078908 43.5782588),3.0,3.0,6.0
,901,80648155,,,,,,,-96.708494,43.57828,,,,POINT(-96.708494 43.57828),3.0,3.0,6.0
,902,80648156,,,,,,,-96.710607,43.578189,,,,POINT(-96.710607 43.578189),3.0,3.0,6.0
,903,80648157,turning_circle,,,turning_circle,,,-96.710108,43.5781842,,,,POINT(-96.710108 43.5781842),1.0,1.0,2.0
,904,1796408536,,,,,,,-96.6813618,43.5040312,,,,POINT(-96.6813618 43.5040312),3.0,3.0,6.0
,905,1796408539,,,,,,,-96.6786309,43.5041408,,,,POINT(-96.6786309 43.5041408),4.0,4.0,8.0
,906,80648169,,,,,,,-96.6779517,43.504331,,,,POINT(-96.6779517 43.504331),2.0,2.0,4.0
,907,80648201,,,,,,,-96.764363,43.520828,,,,POINT(-96.764363 43.520828),3.0,3.0,6.0
,908,7650937850,,,,,,,-96.7660075,43.5212298,,,,POINT(-96.7660075 43.5212298),1.0,1.0,2.0
,909,80649671,,,,,,,-96.8228762,43.5393919,,,,POINT(-96.8228762 43.5393919),3.0,3.0,6.0
,910,1341640381,,,,,,,-96.8234695,43.5371486,,,,POINT(-96.8234695 43.5371486),3.0,3.0,6.0
,911,80649681,,,,,,,-96.6904652,43.5102032,,,,POINT(-96.6904652 43.5102032),3.0,3.0,6.0
,912,80649697,,,,,,,-96.691594,43.512129,,,,POINT(-96.691594 43.512129),3.0,3.0,6.0
,913,80649698,turning_circle,,,turning_circle,,,-96.6916105,43.5123703,,,,POINT(-96.6916105 43.5123703),1.0,1.0,2.0
,914,80649702,,,,,,,-96.709375,43.51039,,,,POINT(-96.709375 43.51039),4.0,4.0,8.0
,915,80649725,,,,,,,-96.704601,43.508595,,,,POINT(-96.704601 43.508595),3.0,3.0,6.0
,916,80649728,,,,,,,-96.814209,43.528348,,,,POINT(-96.814209 43.528348),3.0,3.0,6.0
,917,80649733,,,,,,,-96.812904,43.527464,,,,POINT(-96.812904 43.527464),3.0,3.0,6.0
,918,80649740,,,,,,,-96.813248,43.523519,,,,POINT(-96.813248 43.523519),3.0,3.0,6.0
,919,80649753,,,,,,,-96.811392,43.523971,,,,POINT(-96.811392 43.523971),3.0,3.0,6.0
,920,80649759,,,,,,,-96.8048186,43.5293276,,,,POINT(-96.8048186 43.5293276),3.0,3.0,6.0
,921,80649760,turning_circle,,,turning_circle,,,-96.804799,43.528556,,,,POINT(-96.804799 43.528556),1.0,1.0,2.0
,922,80649777,,,,,,,-96.793993,43.52478,,,,POINT(-96.793993 43.52478),4.0,4.0,8.0
,923,80649790,,,,,,,-96.794319,43.523817,,,,POINT(-96.794319 43.523817),4.0,4.0,8.0
,924,80649792,,,,,,,-96.794315,43.522491,,,,POINT(-96.794315 43.522491),3.0,3.0,6.0
,925,80649826,,,,,,,-96.729853,43.556444,,,,POINT(-96.729853 43.556444),3.0,3.0,6.0
,928,80649830,,,,,,,-96.7328564,43.5564335,,,,POINT(-96.7328564 43.5564335),4.0,4.0,8.0
,929,80649832,,,,,,,-96.7343268,43.5564248,,,,POINT(-96.7343268 43.5564248),4.0,4.0,8.0
,930,80649834,,,,,,,-96.73581,43.5564242,,,,POINT(-96.73581 43.5564242),4.0,4.0,8.0
,931,80649835,,,,,,,-96.7371178,43.5564181,,,,POINT(-96.7371178 43.5564181),4.0,4.0,8.0
,932,80649836,,,,,,,-96.7385344,43.5564162,,,,POINT(-96.7385344 43.5564162),4.0,4.0,8.0
,933,3066140886,,,,,,,-96.7399516,43.5564146,,,,POINT(-96.7399516 43.5564146),4.0,4.0,8.0
,934,80649841,,,,,,,-96.7405795,43.5564128,,,,POINT(-96.7405795 43.5564128),2.0,3.0,5.0
,935,2457649285,,,,,,,-96.7406997,43.5564123,,,,POINT(-96.7406997 43.5564123),3.0,2.0,5.0
,936,3066140887,,,,,,,-96.7412847,43.5564096,,,,POINT(-96.7412847 43.5564096),2.0,2.0,4.0
,937,80649847,,,,,,,-96.756244,43.556603,,,,POINT(-96.756244 43.556603),3.0,3.0,6.0
,938,80649849,,,,,,,-96.757482,43.556603,,,,POINT(-96.757482 43.556603),3.0,3.0,6.0
,939,80649851,,,,,,,-96.7587203,43.5566057,,,,POINT(-96.7587203 43.5566057),4.0,4.0,8.0
,940,80649852,,,,,,,-96.7599708,43.5565891,,,,POINT(-96.7599708 43.5565891),4.0,4.0,8.0
,941,80649853,,,,,,,-96.761209,43.556585,,,,POINT(-96.761209 43.556585),4.0,4.0,8.0
,942,8219741643,,,,,,,-96.7624695,43.5565801,,,,POINT(-96.7624695 43.5565801),3.0,3.0,6.0
,943,80649855,,,,,,,-96.763712,43.556587,,,,POINT(-96.763712 43.556587),2.0,2.0,4.0
,944,1341678763,,,,,,,-96.7267724,43.5564461,,,,POINT(-96.7267724 43.5564461),2.0,2.0,4.0
,945,80649860,,,,,,,-96.726901,43.5564455,,,,POINT(-96.726901 43.5564455),3.0,3.0,6.0
,946,80649867,,,,,,,-96.7283622,43.5564346,,,,POINT(-96.7283622 43.5564346),3.0,3.0,6.0
,947,80649887,,,,,,,-96.7474022,43.5564735,,,,POINT(-96.7474022 43.5564735),3.0,3.0,6.0
,948,80649891,,,,,,,-96.7512616,43.5564654,,,,POINT(-96.7512616 43.5564654),3.0,3.0,6.0
,949,80649926,,,,,,,-96.675517,43.518432,,,,POINT(-96.675517 43.518432),3.0,3.0,6.0
,950,80649928,turning_circle,,,turning_circle,,,-96.675514,43.518973,,,,POINT(-96.675514 43.518973),1.0,1.0,2.0
,951,80649929,turning_circle,,,turning_circle,,,-96.7898009,43.5040414,,,,POINT(-96.7898009 43.5040414),1.0,1.0,2.0
,952,80649930,,,,,,,-96.7897994,43.5044998,,,,POINT(-96.7897994 43.5044998),3.0,3.0,6.0
,953,80650022,,,,,,,-96.8677484,43.5436779,,,,POINT(-96.8677484 43.5436779),3.0,3.0,6.0
,954,80650066,,,,,,,-96.8664266,43.5436853,,,,POINT(-96.8664266 43.5436853),3.0,3.0,6.0
,955,80650070,,,,,,,-96.721004,43.501951,,,,POINT(-96.721004 43.501951),3.0,3.0,6.0
,956,80650077,,,,,,,-96.720872,43.501094,,,,POINT(-96.720872 43.501094),3.0,3.0,6.0
,957,80650080,,,,,,,-96.7206665,43.500342,,,,POINT(-96.7206665 43.500342),3.0,3.0,6.0
,958,80650125,,,,,,,-96.725905,43.581939,,,,POINT(-96.725905 43.581939),2.0,2.0,4.0
,959,80650127,,,,,,,-96.7246443,43.5819401,,,,POINT(-96.7246443 43.5819401),5.0,5.0,10.0
