pair,from_node,to_node,geometry,fftt,cost,link_type_name
"(10029, 10033)",10029,2009,"LINESTRING (-96.812619 43.5305482, -96.811434 43.529306)",0.3358886843917527,0.0,centroid_connector_outward
"(10029, 10033)",2009,2531,"LINESTRING (-96.811434 43.529306, -96.809581 43.52931)",0.14973,0.014886102377372,secondary
"(10029, 10033)",2531,2197,"LINESTRING (-96.809581 43.52931, -96.808946 43.52931)",0.05131,0.0051012216188002,secondary
"(10029, 10033)",2197,4801,"LINESTRING (-96.808946 43.52931, -96.808379 43.52931)",0.04582,0.004555407806927,secondary
"(10029, 10033)",4801,1474,"LINESTRING (-96.808379 43.52931, -96.807739 43.529316)",0.05172,0.0051419836703244,secondary
"(10029, 10033)",1474,4459,"LINESTRING (-96.807739 43.529316, -96.805861 43.529324)",0.15175,0.0150869300458573,secondary
"(10029, 10033)",4459,5273,"LINESTRING (-96.805861 43.529324, -96.8048894 43.5293262)",0.07851,0.0078054357687002,secondary
"(10029, 10033)",5273,920,"LINESTRING (-96.8048894 43.5293262, -96.8048186 43.5293276)",0.0057199999999999,0.0005686803285819,secondary
"(10029, 10033)",920,4097,"LINESTRING (-96.8048186 43.5293276, -96.8037078 43.5293322)",0.08976,0.0089239066946698,secondary
"(10029, 10033)",4097,3509,"LINESTRING (-96.8037078 43.5293322, -96.8033522 43.5293362)",0.0287399999999999,0.0028573203922104,secondary
"(10029, 10033)",3509,4046,"LINESTRING (-96.8033522 43.5293362, -96.8021269 43.5293334)",0.09901,0.0098435383449115,secondary
"(10029, 10033)",4046,2185,"LINESTRING (-96.8021269 43.5293334, -96.800894 43.529343)",0.09963,0.0099051785203872,secondary
"(10029, 10033)",2185,2186,"LINESTRING (-96.800894 43.529343, -96.798866 43.529348)",0.47376,0.0235505238172169,residential
"(10029, 10033)",2186,3753,"LINESTRING (-96.798866 43.529348, -96.7980966 43.5293557)",0.06218,0.0061819130823815,secondary
"(10029, 10033)",3753,4045,"LINESTRING (-96.7980966 43.5293557, -96.79771 43.529356)",0.0312399999999999,0.0031058694868703,secondary
"(10029, 10033)",4045,1957,"LINESTRING (-96.79771 43.529356, -96.7964853 43.5293574)",0.0989599999999999,0.0098385673630183,secondary
"(10029, 10033)",1957,4668,"LINESTRING (-96.7964853 43.5293574, -96.7951029 43.5293757)",0.11172,0.0111071619421626,secondary
"(10029, 10033)",4668,3721,"LINESTRING (-96.7951029 43.5293757, -96.7938414 43.5293807)",0.10194,0.010134837883853,secondary
"(10029, 10033)",3721,8292,"LINESTRING (-96.7938414 43.5293807, -96.7911923 43.5293148)",0.2296178571428571,0.0213066225906272,secondary
"(10029, 10033)",8292,6676,"LINESTRING (-96.7911923 43.5293148, -96.7909267 43.5293168)",0.0229928571428571,0.0021335454285607,secondary
"(10029, 10033)",6676,6677,"LINESTRING (-96.7909267 43.5293168, -96.7896804 43.5293125)",0.1079035714285714,0.0100125517292803,secondary
"(10029, 10033)",6677,4962,"LINESTRING (-96.7896804 43.5293125, -96.7883236 43.5293023)",0.1174821428571428,0.0109013632917842,secondary
"(10029, 10033)",4962,6678,"LINESTRING (-96.7883236 43.5293023, -96.7860038 43.5289104)",0.2072678571428571,0.0192327289447848,secondary
"(10029, 10033)",6678,6679,"LINESTRING (-96.7860038 43.5289104, -96.7858621 43.5288652)",0.0133928571428571,0.0012427454732996,secondary
"(10029, 10033)",6679,4115,"LINESTRING (-96.7858621 43.5288652, -96.7857273 43.5288215)",0.0127714285714285,0.0011850820833385,secondary
"(10029, 10033)",4115,6680,"LINESTRING (-96.7857273 43.5288215, -96.7820774 43.5274405)",0.357,0.0331266233362744,secondary
"(10029, 10033)",6680,4043,"LINESTRING (-96.7820774 43.5274405, -96.7819642 43.5274141)",0.0102964285714285,0.0009554227198727,secondary
"(10029, 10033)",4043,1733,"LINESTRING (-96.7819642 43.5274141, -96.7811284 43.5272583)",0.0747,0.0069315371518759,primary
"(10029, 10033)",1733,1734,"LINESTRING (-96.7811284 43.5272583, -96.7798507 43.5270215)",0.1141607142857142,0.0105931624144059,primary
"(10029, 10033)",1734,5367,"LINESTRING (-96.7798507 43.5270215, -96.7791948 43.5268933)",0.0588,0.0054561497259746,primary
"(10029, 10033)",5367,5368,"LINESTRING (-96.7791948 43.5268933, -96.7789474 43.526845)",0.0221785714285714,0.0020579865037841,primary
"(10029, 10033)",5368,6671,"LINESTRING (-96.7789474 43.526845, -96.7789204 43.5269753)",0.007315,0.0014545093019498,motorway
"(10029, 10033)",6671,5569,"LINESTRING (-96.7789204 43.5269753, -96.7802685 43.5302168)",0.192135,0.0382039842419874,motorway
"(10029, 10033)",5569,5570,"LINESTRING (-96.7802685 43.5302168, -96.7802584 43.5311549)",0.0601096153846153,0.0103585320690469,motorway
"(10029, 10033)",5570,697,"LINESTRING (-96.7802584 43.5311549, -96.7802392 43.5375947)",0.4126153846153846,0.0711049250003107,motorway
"(10029, 10033)",697,698,"LINESTRING (-96.7802392 43.5375947, -96.7798656 43.540865)",0.182235,0.0362354754122808,motorway
"(10029, 10033)",698,6844,"LINESTRING (-96.7798656 43.540865, -96.7797036 43.5426111)",0.0972,0.0193271776007555,motorway
"(10029, 10033)",6844,5919,"LINESTRING (-96.7797036 43.5426111, -96.7796658 43.5430855)",0.026385,0.0052463742900816,motorway
"(10029, 10033)",5919,6851,"LINESTRING (-96.7796658 43.5430855, -96.7787362 43.5438169)",0.065925,0.0131084792523643,motorway
"(10029, 10033)",6851,6855,"LINESTRING (-96.7787362 43.5438169, -96.7770132 43.5438416)",0.1044375,0.0138441845725576,primary
"(10029, 10033)",6855,2440,"LINESTRING (-96.7770132 43.5438416, -96.7759785 43.5438644)",0.0627224999999999,0.0083144643145637,primary
"(10029, 10033)",2440,8965,"LINESTRING (-96.7759785 43.5438644, -96.77436 43.5439457)",0.1401428571428571,0.0130040886326071,primary
"(10029, 10033)",8965,5727,"LINESTRING (-96.77436 43.5439457, -96.7713969 43.5438515)",0.2564571428571429,0.0237970845191196,primary
"(10029, 10033)",5727,5728,"LINESTRING (-96.7713969 43.5438515, -96.7702107 43.5438557)",0.1026749999999999,0.0095273838965041,primary
"(10029, 10033)",5728,8994,"LINESTRING (-96.7702107 43.5438557, -96.7658411 43.5439354)",0.3781285714285715,0.0350871785949519,primary
"(10029, 10033)",8994,6562,"LINESTRING (-96.7658411 43.5439354, -96.7641567 43.5439038)",0.1467535714285714,0.0136175077982278,primary
"(10029, 10033)",6562,6561,"LINESTRING (-96.7641567 43.5439038, -96.7611558 43.5439015)",0.2597571428571428,0.0241032970037406,primary
"(10029, 10033)",6561,2644,"LINESTRING (-96.7611558 43.5439015, -96.7595712 43.5439077)",0.1600124999999999,0.0127267078429666,primary
"(10029, 10033)",2644,4495,"LINESTRING (-96.7595712 43.5439077, -96.7583912 43.5439123)",0.1191625,0.0094776740775721,primary
"(10029, 10033)",4495,1494,"LINESTRING (-96.7583912 43.5439123, -96.7572055 43.5439169)",0.1197375,0.0095234071109895,primary
"(10029, 10033)",1494,5173,"LINESTRING (-96.7572055 43.5439169, -96.756023 43.5439215)",0.1194125,0.0094975580051449,primary
"(10029, 10033)",5173,2230,"LINESTRING (-96.756023 43.5439215, -96.7548417 43.5439261)",0.1192874999999999,0.0094876160413585,primary
"(10029, 10033)",2230,4086,"LINESTRING (-96.7548417 43.5439261, -96.7536111 43.5439308)",0.124275,0.0098843003964358,primary
"(10029, 10033)",4086,2124,"LINESTRING (-96.7536111 43.5439308, -96.752399 43.5439356)",0.1224,0.0097351709396398,primary
"(10029, 10033)",2124,2437,"LINESTRING (-96.752399 43.5439356, -96.7512295 43.5439401)",0.1181,0.0093931673853877,primary
"(10029, 10033)",2437,5085,"LINESTRING (-96.7512295 43.5439401, -96.7499396 43.5439471)",0.1302625,0.0103605204618042,primary
"(10029, 10033)",5085,5096,"LINESTRING (-96.7499396 43.5439471, -96.7495392 43.5439468)",0.0404375,0.0032162252848994,primary
"(10029, 10033)",5096,3589,"LINESTRING (-96.7495392 43.5439468, -96.7487053 43.543951)",0.0842125,0.0066979010028955,primary
"(10029, 10033)",3589,3597,"LINESTRING (-96.7487053 43.543951, -96.7481596 43.543953)",0.0551125,0.0043834118334223,primary
"(10029, 10033)",3597,1910,"LINESTRING (-96.7481596 43.543953, -96.7474597 43.5439544)",0.070675,0.0056211863248288,primary
"(10029, 10033)",1910,4567,"LINESTRING (-96.7474597 43.5439544, -96.7467717 43.5439597)",0.069475,0.0055257434724794,primary
"(10029, 10033)",4567,8238,"LINESTRING (-96.7467717 43.5439597, -96.7462244 43.5439573)",0.0552625,0.004395342189966,primary
"(10029, 10033)",8238,8906,"LINESTRING (-96.7462244 43.5439573, -96.7440337 43.5439682)",0.221225,0.0175952875091652,primary
"(10029, 10033)",8906,6811,"LINESTRING (-96.7440337 43.5439682, -96.743466 43.5439714)",0.0573249999999999,0.0045593845924416,primary
"(10029, 10033)",6811,6812,"LINESTRING (-96.743466 43.5439714, -96.7429403 43.5439208)",0.05365,0.0042670908571215,primary
"(10029, 10033)",6812,6814,"LINESTRING (-96.7429403 43.5439208, -96.7420703 43.5439272)",0.0878625,0.0069882063454583,primary
"(10029, 10033)",6814,8993,"LINESTRING (-96.7420703 43.5439272, -96.7412632 43.5439987)",0.0817,0.006498067530789,primary
"(10029, 10033)",8993,4993,"LINESTRING (-96.7412632 43.5439987, -96.7398889 43.5445439)",0.164775,0.0131054966632284,primary
"(10029, 10033)",4993,4913,"LINESTRING (-96.7398889 43.5445439, -96.7385016 43.5446651)",0.1432125,0.0113905079100749,primary
"(10029, 10033)",4913,3915,"LINESTRING (-96.7385016 43.5446651, -96.7370907 43.5446697)",0.142475,0.0113318503237351,primary
"(10029, 10033)",3915,6824,"LINESTRING (-96.7370907 43.5446697, -96.7356474 43.5446736)",0.14575,0.0115923297749387,primary
"(10029, 10033)",6824,5242,"LINESTRING (-96.7356474 43.5446736, -96.7342051 43.5446794)",0.14565,0.0115843762039096,primary
"(10029, 10033)",5242,5057,"LINESTRING (-96.7342051 43.5446794, -96.732761 43.544677)",0.145825,0.0115982949532106,primary
"(10029, 10033)",5057,5947,"LINESTRING (-96.732761 43.544677, -96.7313023 43.5446891)",0.22096875,0.0117166043222687,primary
"(10029, 10033)",5947,5952,"LINESTRING (-96.7313023 43.5446891, -96.7297886 43.5446922)",0.229275,0.0121570333180061,primary
"(10029, 10033)",5952,10033,"LINESTRING (-96.7297886 43.5446922, -96.727535 43.5453421)",0.3909662395442757,0.0,centroid_connector_inward
"(10005, 10008)",10005,1517,"LINESTRING (-96.7079476 43.5608629, -96.706412 43.562103)",0.3705351647420359,0.0,centroid_connector_outward
"(10005, 10008)",1517,4009,"LINESTRING (-96.706412 43.562103, -96.7051635 43.562099)",0.10083,0.010024482085824,secondary
"(10005, 10008)",4009,3214,"LINESTRING (-96.7051635 43.562099, -96.7039067 43.5620951)",0.1015,0.0100910932431928,secondary
"(10005, 10008)",3214,3067,"LINESTRING (-96.7039067 43.5620951, -96.7026741 43.5620852)",0.09955,0.0098972249493581,secondary
"(10005, 10008)",3067,1438,"LINESTRING (-96.7026741 43.5620852, -96.7017262 43.56208)",0.07656,0.0076115674748654,secondary
"(10005, 10008)",1438,4025,"LINESTRING (-96.7017262 43.56208, -96.696426 43.56259)",0.43938,0.0436830004846707,secondary
"(10005, 10008)",4025,7121,"LINESTRING (-96.696426 43.56259, -96.6951803 43.5630495)",0.11281,0.0112155293474343,secondary
"(10005, 10008)",7121,729,"LINESTRING (-96.6951803 43.5630495, -96.6950097 43.5631113)",0.01539,0.0015300682267264,secondary
"(10005, 10008)",729,784,"LINESTRING (-96.6950097 43.5631113, -96.694921 43.563144)",0.0060224999999999,0.0007983396920476,primary
"(10005, 10008)",784,785,"LINESTRING (-96.694921 43.563144, -96.6949977 43.5635609)",0.023355,0.0046438912846259,motorway
"(10005, 10008)",785,5420,"LINESTRING (-96.6949977 43.5635609, -96.6936144 43.5638805)",0.146485,0.029126971305007,motorway
"(10005, 10008)",5420,5421,"LINESTRING (-96.6936144 43.5638805, -96.6936186 43.5630743)",0.0516576923076923,0.0089020343743397,motorway
"(10005, 10008)",5421,5424,"LINESTRING (-96.6936186 43.5630743, -96.693632 43.5586372)",0.2842961538461538,0.0489920091466066,motorway
"(10005, 10008)",5424,732,"LINESTRING (-96.693632 43.5586372, -96.6939633 43.5507201)",0.5077442307692308,0.0874982290877005,motorway
"(10005, 10008)",732,733,"LINESTRING (-96.6939633 43.5507201, -96.6945283 43.5475725)",0.176565,0.0351080567189034,motorway
"(10005, 10008)",733,734,"LINESTRING (-96.6945283 43.5475725, -96.6945123 43.5471606)",0.0228799999999999,0.0045494426286552,motorway
"(10005, 10008)",734,735,"LINESTRING (-96.6945123 43.5471606, -96.6943271 43.5468588)",0.018495,0.0036775324045882,motorway
"(10005, 10008)",735,736,"LINESTRING (-96.6943271 43.5468588, -96.6941832 43.5467522)",0.008295,0.0016493717921632,motorway
"(10005, 10008)",736,8783,"LINESTRING (-96.6941832 43.5467522, -96.6940845 43.546721)",0.004345,0.0008639566530378,motorway
"(10005, 10008)",8783,5416,"LINESTRING (-96.6940845 43.546721, -96.694024 43.5466926)",0.00291,0.0005786222923683,motorway
"(10005, 10008)",5416,5417,"LINESTRING (-96.694024 43.5466926, -96.6940867 43.5466604)",0.0031,0.0006164017547566,motorway
"(10005, 10008)",5417,5418,"LINESTRING (-96.6940867 43.5466604, -96.6941553 43.5466289)",0.0032749999999999,0.0006511986280089,motorway
"(10005, 10008)",5418,5419,"LINESTRING (-96.6941553 43.5466289, -96.6945188 43.5461897)",0.030035,0.0059721376464886,motorway
"(10005, 10008)",5419,7193,"LINESTRING (-96.6945188 43.5461897, -96.6941096 43.5437172)",0.138435,0.0275263151353971,motorway
"(10005, 10008)",7193,5379,"LINESTRING (-96.6941096 43.5437172, -96.6956992 43.533608)",0.6697615384615385,0.1154182459890389,motorway
"(10005, 10008)",5379,5380,"LINESTRING (-96.6956992 43.533608, -96.696501 43.532972)",0.0552923076923076,0.0095283780928827,motorway
"(10005, 10008)",5380,5386,"LINESTRING (-96.696501 43.532972, -96.698168 43.5316547)",0.114726923076923,0.0197705891856288,motorway
"(10005, 10008)",5386,5387,"LINESTRING (-96.698168 43.5316547, -96.6990602 43.5309454)",0.0616038461538461,0.0106160289311146,motorway
"(10005, 10008)",5387,8814,"LINESTRING (-96.6990602 43.5309454, -96.7003478 43.5298857)",0.0906461538461538,0.0156208135011868,motorway
"(10005, 10008)",8814,788,"LINESTRING (-96.7003478 43.5298857, -96.7011762 43.5289618)",0.0707826923076923,0.0121977953695303,motorway
"(10005, 10008)",788,5385,"LINESTRING (-96.7011762 43.5289618, -96.7030684 43.5256789)",0.2286057692307692,0.0393950315035977,motorway
"(10005, 10008)",5385,7050,"LINESTRING (-96.7030684 43.5256789, -96.70596 43.5192846)",0.4313365384615384,0.0743310922489964,motorway
"(10005, 10008)",7050,743,"LINESTRING (-96.70596 43.5192846, -96.7062171 43.5187379)",0.0370211538461538,0.0063797581617308,motorway
"(10005, 10008)",743,744,"LINESTRING (-96.7062171 43.5187379, -96.7095929 43.5167961)",0.181895,0.0361678700585333,motorway
"(10005, 10008)",744,2710,"LINESTRING (-96.7095929 43.5167961, -96.7112753 43.5164684)",0.070385,0.0139953024221109,motorway
"(10005, 10008)",2710,7038,"LINESTRING (-96.7112753 43.5164684, -96.7113748 43.5160948)",0.04226,0.0042014738961313,secondary
"(10005, 10008)",7038,702,"LINESTRING (-96.7113748 43.5160948, -96.7118392 43.5158)",0.025245,0.0050196975157518,motorway
"(10005, 10008)",702,5397,"LINESTRING (-96.7118392 43.5158, -96.7157797 43.5144062)",0.177475,0.0352890004598158,motorway
"(10005, 10008)",5397,703,"LINESTRING (-96.7157797 43.5144062, -96.7266613 43.5119483)",0.5315423076923077,0.0915992891495892,motorway
"(10005, 10008)",703,704,"LINESTRING (-96.7266613 43.5119483, -96.7295768 43.5113069)",0.1233499999999999,0.0245268246610411,motorway
"(10005, 10008)",704,7027,"LINESTRING (-96.7295768 43.5113069, -96.7310558 43.5110827)",0.061065,0.0121421203723265,motorway
"(10005, 10008)",7027,5937,"LINESTRING (-96.7310558 43.5110827, -96.7311463 43.5110721)",0.003705,0.000736699516572,motorway
"(10005, 10008)",5937,5938,"LINESTRING (-96.7311463 43.5110721, -96.7312918 43.5110552)",0.005955,0.0011840878869598,motorway
"(10005, 10008)",5938,5406,"LINESTRING (-96.7312918 43.5110552, -96.734805 43.5089051)",0.18775,0.0373320740179203,motorway
"(10005, 10008)",5406,772,"LINESTRING (-96.734805 43.5089051, -96.7454555 43.5048617)",0.560198076923077,0.0965374625622926,motorway
"(10005, 10008)",772,773,"LINESTRING (-96.7454555 43.5048617, -96.7482538 43.5043286)",0.11776,0.023415313109722,motorway
"(10005, 10008)",773,7020,"LINESTRING (-96.7482538 43.5043286, -96.7492361 43.5042611)",0.03988,0.0079297103160301,motorway
"(10005, 10008)",7020,7017,"LINESTRING (-96.7492361 43.5042611, -96.7494832 43.5041976)",0.01063,0.0021136615009879,motorway
"(10005, 10008)",7017,7016,"LINESTRING (-96.7494832 43.5041976, -96.7524472 43.5022075)",0.164215,0.0326523916636633,motorway
"(10005, 10008)",7016,5360,"LINESTRING (-96.7524472 43.5022075, -96.7530813 43.5019741)",0.0331384615384615,0.0057106639989063,motorway
"(10005, 10008)",5360,5361,"LINESTRING (-96.7530813 43.5019741, -96.7547548 43.501341)",0.0879634615384615,0.0151585121851193,motorway
"(10005, 10008)",5361,507,"LINESTRING (-96.7547548 43.501341, -96.7567405 43.5005856)",0.1044980769230769,0.0180078790063007,motorway
"(10005, 10008)",507,36,"LINESTRING (-96.7567405 43.5005856, -96.762597 43.4983598)",0.3081461538461538,0.0531020169759031,motorway
"(10005, 10008)",36,37,"LINESTRING (-96.762597 43.4983598, -96.7684085 43.4970702)",0.2474449999999999,0.0492017845824996,motorway
"(10005, 10008)",37,6652,"LINESTRING (-96.7684085 43.4970702, -96.7698524 43.4967867)",0.06071,0.0120715324294431,motorway
"(10005, 10008)",6652,6653,"LINESTRING (-96.7698524 43.4967867, -96.7699659 43.4967505)",0.00501,0.0009961847713969,motorway
"(10005, 10008)",6653,6656,"LINESTRING (-96.7699659 43.4967505, -96.7708457 43.4987022)",0.1716825,0.0227581493034411,primary
"(10005, 10008)",6656,266,"LINESTRING (-96.7708457 43.4987022, -96.7708665 43.4987957)",0.00789,0.0010458945903289,primary
"(10005, 10008)",266,6648,"LINESTRING (-96.7708665 43.4987957, -96.7709294 43.5002155)",0.11838,0.0156923956404488,primary
"(10005, 10008)",6648,405,"LINESTRING (-96.7709294 43.5002155, -96.7709314 43.500342)",0.0105375,0.0013968459119887,primary
"(10005, 10008)",405,406,"LINESTRING (-96.7709314 43.500342, -96.7710314 43.5003398)",0.00809,0.0008043048703195,secondary
"(10005, 10008)",406,5444,"LINESTRING (-96.7710314 43.5003398, -96.7711299 43.5003376)",0.00797,0.0007923745137758,secondary
"(10005, 10008)",5444,5445,"LINESTRING (-96.7711299 43.5003376, -96.7712903 43.5003373)",0.01297,0.0012894727030956,secondary
"(10005, 10008)",5445,592,"LINESTRING (-96.7712903 43.5003373, -96.7745872 43.500335)",0.26654,0.0264993102762623,secondary
"(10005, 10008)",592,632,"LINESTRING (-96.7745872 43.500335, -96.7772953 43.5003875)",0.21916,0.0217888078342674,secondary
"(10005, 10008)",632,8960,"LINESTRING (-96.7772953 43.5003875, -96.7796728 43.500316)",0.19227,0.0191154137721053,secondary
"(10005, 10008)",8960,188,"LINESTRING (-96.7796728 43.500316, -96.7826333 43.5003678)",0.23928,0.0237891309480905,secondary
"(10005, 10008)",188,6526,"LINESTRING (-96.7826333 43.5003678, -96.7827469 43.5003674)",0.0091799999999999,0.0009126722755912,secondary
"(10005, 10008)",6526,5356,"LINESTRING (-96.7827469 43.5003674, -96.7874725 43.5003221)",0.38209,0.0379872494314439,secondary
"(10005, 10008)",5356,5357,"LINESTRING (-96.7874725 43.5003221, -96.788606 43.5003174)",0.09164,0.0091108156138541,secondary
"(10005, 10008)",5357,6,"LINESTRING (-96.788606 43.5003174, -96.7908254 43.5002771)",0.1798,0.0178756508879416,secondary
"(10005, 10008)",6,340,"LINESTRING (-96.7908254 43.5002771, -96.7925897 43.5002806)",0.14263,0.0141802229485379,secondary
"(10005, 10008)",340,2770,"LINESTRING (-96.7925897 43.5002806, -96.7935175 43.5002825)",0.07501,0.0074574670361763,secondary
"(10005, 10008)",2770,587,"LINESTRING (-96.7935175 43.5002825, -96.7947877 43.500289)",0.10269,0.0102094026122509,secondary
"(10005, 10008)",587,4940,"LINESTRING (-96.7947877 43.500289, -96.7973027 43.5002888)",0.20332,0.0202140007705021,secondary
"(10005, 10008)",4940,621,"LINESTRING (-96.7973027 43.5002888, -96.7977266 43.500289)",0.03427,0.0034071109895982,secondary
"(10005, 10008)",621,465,"LINESTRING (-96.7977266 43.500289, -96.800258 43.5002961)",0.20465,0.0203462288888612,secondary
"(10005, 10008)",465,4430,"LINESTRING (-96.800258 43.5002961, -96.8026291 43.500297)",0.19169,0.0190577503821442,secondary
"(10005, 10008)",4430,4681,"LINESTRING (-96.8026291 43.500297, -96.8062746 43.5003051)",0.29472,0.0293009556712689,secondary
"(10005, 10008)",4681,172,"LINESTRING (-96.8062746 43.5003051, -96.808039 43.500312)",0.14264,0.0141812171449165,secondary
"(10005, 10008)",172,4637,"LINESTRING (-96.808039 43.500312, -96.808516 43.5003098)",0.03856,0.0038336212360346,secondary
"(10005, 10008)",4637,6517,"LINESTRING (-96.808516 43.5003098, -96.8107964 43.5003134)",0.18436,0.0183290044366013,secondary
"(10005, 10008)",6517,2015,"LINESTRING (-96.8107964 43.5003134, -96.8108145 43.5019032)",0.17657,0.017554525457641,secondary
"(10005, 10008)",2015,4123,"LINESTRING (-96.8108145 43.5019032, -96.8108282 43.504733)",0.31427,0.0312446095915095,secondary
"(10005, 10008)",4123,2725,"LINESTRING (-96.8108282 43.504733, -96.8116778 43.504735)",0.10302,0.0068281407284973,tertiary
"(10005, 10008)",2725,4277,"LINESTRING (-96.8116778 43.504735, -96.812959 43.504738)",0.155355,0.0102968918935712,tertiary
"(10005, 10008)",4277,5160,"LINESTRING (-96.812959 43.504738, -96.8142738 43.5047426)",0.159435,0.0105673133085612,tertiary
"(10005, 10008)",5160,4542,"LINESTRING (-96.8142738 43.5047426, -96.8153067 43.504728)",0.125265,0.00830253395802,tertiary
"(10005, 10008)",4542,4541,"LINESTRING (-96.8153067 43.504728, -96.8153001 43.50555)",0.18258,0.0090760187406017,residential
"(10005, 10008)",4541,4540,"LINESTRING (-96.8153001 43.50555, -96.815292 43.5063517)",0.17808,0.0088523245554078,residential
"(10005, 10008)",4540,10008,"LINESTRING (-96.815292 43.5063517, -96.8154082 43.5075375)",0.2643751043005294,0.0,centroid_connector_inward
"(10004, 10029)",10004,3813,"LINESTRING (-96.720316 43.5178054, -96.721223 43.517587)",0.1541237711597539,0.0,centroid_connector_outward
"(10004, 10029)",3813,674,"LINESTRING (-96.721223 43.517587, -96.72123 43.51578)",0.40136,0.0199515329265413,residential
"(10004, 10029)",674,2707,"LINESTRING (-96.72123 43.51578, -96.7212141 43.5148869)",0.19838,0.009861433879727,residential
"(10004, 10029)",2707,2475,"LINESTRING (-96.7212141 43.5148869, -96.7221933 43.5148867)",0.098925,0.0078680701405545,tertiary
"(10004, 10029)",2475,2706,"LINESTRING (-96.7221933 43.5148867, -96.7237249 43.5148878)",0.1547375,0.0123071569711807,tertiary
"(10004, 10029)",2706,2705,"LINESTRING (-96.7237249 43.5148878, -96.7250581 43.514884)",0.1347,0.0107134601762213,tertiary
"(10004, 10029)",2705,2480,"LINESTRING (-96.7250581 43.514884, -96.7262196 43.5148857)",0.11735,0.0093335156026694,tertiary
"(10004, 10029)",2480,1355,"LINESTRING (-96.7262196 43.5148857, -96.7291167 43.5148855)",0.2927,0.023280102402227,tertiary
"(10004, 10029)",1355,6569,"LINESTRING (-96.7291167 43.5148855, -96.7312573 43.514878)",0.2162625,0.0172005915468452,tertiary
"(10004, 10029)",6569,5069,"LINESTRING (-96.7312573 43.514878, -96.7325104 43.5148843)",0.07596,0.0100692209228627,primary
"(10004, 10029)",5069,7006,"LINESTRING (-96.7325104 43.5148843, -96.73374 43.514885)",0.0745349999999999,0.0098803236109212,primary
"(10004, 10029)",7006,8580,"LINESTRING (-96.73374 43.514885, -96.7344925 43.5148604)",0.04566,0.0060526675531584,primary
"(10004, 10029)",8580,7140,"LINESTRING (-96.7344925 43.5148604, -96.734976 43.5148448)",0.0293399999999999,0.0038892962332384,primary
"(10004, 10029)",7140,5690,"LINESTRING (-96.734976 43.5148448, -96.7354305 43.5148438)",0.0275475,0.0036516832987435,primary
"(10004, 10029)",5690,5691,"LINESTRING (-96.7354305 43.5148438, -96.7361995 43.514842)",0.0466125,0.0061789304932456,primary
"(10004, 10029)",5691,3926,"LINESTRING (-96.7361995 43.514842, -96.7374396 43.5148485)",0.0751725,0.0099648303031056,primary
"(10004, 10029)",3926,4923,"LINESTRING (-96.7374396 43.5148485, -96.7387035 43.5148499)",0.0766125,0.0101557160078044,primary
"(10004, 10029)",4923,5692,"LINESTRING (-96.7387035 43.5148499, -96.7405951 43.514861)",0.1146675,0.0152002684330222,primary
"(10004, 10029)",5692,8582,"LINESTRING (-96.7405951 43.514861, -96.7411806 43.5148644)",0.03549,0.004704537263723,primary
"(10004, 10029)",8582,8583,"LINESTRING (-96.7411806 43.5148644, -96.7417015 43.5148624)",0.031575,0.004185566754073,primary
"(10004, 10029)",8583,5043,"LINESTRING (-96.7417015 43.5148624, -96.7423137 43.51486)",0.03711,0.0049192836815091,primary
"(10004, 10029)",5043,8584,"LINESTRING (-96.7423137 43.51486, -96.7427703 43.5148585)",0.0276749999999999,0.0036685846371804,primary
"(10004, 10029)",8584,1257,"LINESTRING (-96.7427703 43.5148585, -96.7436405 43.5148557)",0.0527475,0.0069921831309729,primary
"(10004, 10029)",1257,8585,"LINESTRING (-96.7436405 43.5148557, -96.7438522 43.5148553)",0.0128325,0.0017010700038525,primary
"(10004, 10029)",8585,8586,"LINESTRING (-96.7438522 43.5148553, -96.7444414 43.5148542)",0.035715,0.0047343631550822,primary
"(10004, 10029)",8586,7147,"LINESTRING (-96.7444414 43.5148542, -96.7448878 43.5148533)",0.02706,0.003587060534132,primary
"(10004, 10029)",7147,8587,"LINESTRING (-96.7448878 43.5148533, -96.7456538 43.5148573)",0.0464325,0.0061550697801583,primary
"(10004, 10029)",8587,6572,"LINESTRING (-96.7456538 43.5148573, -96.7461408 43.5148598)",0.02952,0.0039131569463258,primary
"(10004, 10029)",6572,8588,"LINESTRING (-96.7461408 43.5148598, -96.746555 43.5148595)",0.0251099999999999,0.0033285694756856,primary
"(10004, 10029)",8588,8589,"LINESTRING (-96.746555 43.5148595, -96.7473822 43.514859)",0.050145,0.0066471969875849,primary
"(10004, 10029)",8589,3602,"LINESTRING (-96.7473822 43.514859, -96.7486203 43.514859)",0.0750525,0.0099489231610473,primary
"(10004, 10029)",3602,5093,"LINESTRING (-96.7486203 43.514859, -96.7498451 43.5148587)",0.0742425,0.0098415499521543,primary
"(10004, 10029)",5093,8570,"LINESTRING (-96.7498451 43.5148587, -96.751076 43.5148573)",0.0746175,0.0098912597710862,primary
"(10004, 10029)",8570,2121,"LINESTRING (-96.751076 43.5148573, -96.7523628 43.5148502)",0.0780075,0.0103406365342314,primary
"(10004, 10029)",2121,4089,"LINESTRING (-96.7523628 43.5148502, -96.7535726 43.514846)",0.073335,0.0097212521903388,primary
"(10004, 10029)",4089,8572,"LINESTRING (-96.7535726 43.514846, -96.7540222 43.5148459)",0.027255,0.0036129096399766,primary
