pair,from_node,to_node,geometry,fftt,cost,link_type_name
"(10014, 10026)",4819,4125,"LINESTRING (-96.769786 43.504922, -96.769006 43.503834)",0.27388,0.0136145252090919,residential
"(10014, 10026)",4125,10026,"LINESTRING (-96.769006 43.503834, -96.7672945 43.5032905)",0.3013754717335372,0.0,centroid_connector_inward
"(10020, 10015)",10020,1814,"LINESTRING (-96.7814625 43.591029, -96.783137 43.590464)",0.2975488636131501,0.0,centroid_connector_outward
"(10020, 10015)",1814,1813,"LINESTRING (-96.783137 43.590464, -96.783123 43.58962)",0.1874799999999999,0.0093195968533684,residential
"(10020, 10015)",1813,1812,"LINESTRING (-96.783123 43.58962, -96.7846393 43.5887076)",0.3741,0.0185964432624554,residential
"(10020, 10015)",1812,3193,"LINESTRING (-96.7846393 43.5887076, -96.7845531 43.587478)",0.27516,0.0136781537773248,residential
"(10020, 10015)",3193,6902,"LINESTRING (-96.7845531 43.587478, -96.7824537 43.5874103)",0.16969,0.0168705183491369,secondary
"(10020, 10015)",6902,6903,"LINESTRING (-96.7824537 43.5874103, -96.781252 43.5874073)",0.09701,0.0096446990691836,secondary
"(10020, 10015)",6903,6899,"LINESTRING (-96.781252 43.5874073, -96.7810473 43.5874065)",0.01653,0.0016434066138914,secondary
"(10020, 10015)",6899,6904,"LINESTRING (-96.7810473 43.5874065, -96.7760506 43.5873864)",0.40338,0.0401038935215678,secondary
"(10020, 10015)",6904,6905,"LINESTRING (-96.7760506 43.5873864, -96.7726006 43.5873774)",0.27851,0.027689363341494,secondary
"(10020, 10015)",6905,778,"LINESTRING (-96.7726006 43.5873774, -96.7724642 43.5873769)",0.0110099999999999,0.0010946102128822,secondary
"(10020, 10015)",778,779,"LINESTRING (-96.7724642 43.5873769, -96.771748 43.5866315)",0.0596699999999999,0.011864739582686,motorway
"(10020, 10015)",779,5448,"LINESTRING (-96.771748 43.5866315, -96.77117 43.583211)",0.191575,0.0380926342475797,motorway
"(10020, 10015)",5448,745,"LINESTRING (-96.77117 43.583211, -96.7711049 43.5805917)",0.1678557692307692,0.0289261436365218,motorway
"(10020, 10015)",745,6771,"LINESTRING (-96.7711049 43.5805917, -96.7751123 43.5728323)",0.5465134615384615,0.0941792287521592,motorway
"(10020, 10015)",6771,6772,"LINESTRING (-96.7751123 43.5728323, -96.7773741 43.5702192)",0.1979423076923077,0.0341108777511278,motorway
"(10020, 10015)",6772,810,"LINESTRING (-96.7773741 43.5702192, -96.7784785 43.5672614)",0.1972846153846154,0.0339975393639628,motorway
"(10020, 10015)",810,5993,"LINESTRING (-96.7784785 43.5672614, -96.7787761 43.5651338)",0.137025,0.0236131581890712,motorway
"(10020, 10015)",5993,5994,"LINESTRING (-96.7787761 43.5651338, -96.7794714 43.5617236)",0.191435,0.0380647967489778,motorway
"(10020, 10015)",5994,6882,"LINESTRING (-96.7794714 43.5617236, -96.7798327 43.5599328)",0.100505,0.0199843414070364,motorway
"(10020, 10015)",6882,6054,"LINESTRING (-96.7798327 43.5599328, -96.7799218 43.5594926)",0.02471,0.0049133185032373,motorway
"(10020, 10015)",6054,6883,"LINESTRING (-96.7799218 43.5594926, -96.7797823 43.5590897)",0.0233999999999999,0.0046528390520337,motorway
"(10020, 10015)",6883,5996,"LINESTRING (-96.7797823 43.5590897, -96.779596 43.558929)",0.0116899999999999,0.0023244311332595,motorway
"(10020, 10015)",5996,6884,"LINESTRING (-96.779596 43.558929, -96.7794999 43.5588796)",0.00475,0.0009444865597077,motorway
"(10020, 10015)",6884,6885,"LINESTRING (-96.7794999 43.5588796, -96.7794232 43.5588395)",0.0038149999999999,0.000758571836902,motorway
"(10020, 10015)",6885,6888,"LINESTRING (-96.7794232 43.5588395, -96.7795471 43.5588109)",0.00525,0.0010439061975716,motorway
"(10020, 10015)",6888,5554,"LINESTRING (-96.7795471 43.5588109, -96.7796311 43.5587808)",0.00378,0.0007516124622516,motorway
"(10020, 10015)",5554,6876,"LINESTRING (-96.7796311 43.5587808, -96.7801353 43.5583833)",0.030925,0.0061491046018864,motorway
"(10020, 10015)",6876,6881,"LINESTRING (-96.7801353 43.5583833, -96.7804402 43.5565003)",0.10529,0.0209357873413946,motorway
"(10020, 10015)",6881,5351,"LINESTRING (-96.7804402 43.5565003, -96.7805115 43.5536161)",0.1602849999999999,0.0318709533100525,motorway
"(10020, 10015)",5351,719,"LINESTRING (-96.7805115 43.5536161, -96.7806783 43.5488234)",0.3072865384615384,0.0529538817154858,motorway
"(10020, 10015)",719,720,"LINESTRING (-96.7806783 43.5488234, -96.7807328 43.5477998)",0.056885,0.0113109721997837,motorway
"(10020, 10015)",720,6028,"LINESTRING (-96.7807328 43.5477998, -96.7807477 43.5474868)",0.01739,0.0034578150049088,motorway
"(10020, 10015)",6028,6043,"LINESTRING (-96.7807477 43.5474868, -96.7808065 43.5462698)",0.06762,0.0134455118247231,motorway
"(10020, 10015)",6043,5917,"LINESTRING (-96.7808065 43.5462698, -96.7810283 43.5450849)",0.066505,0.0132238060322865,motorway
"(10020, 10015)",5917,6847,"LINESTRING (-96.7810283 43.5450849, -96.7806161 43.5441671)",0.055405,0.0110166900717064,motorway
"(10020, 10015)",6847,6848,"LINESTRING (-96.7806161 43.5441671, -96.780375 43.5440112)",0.0130549999999999,0.0025958467446282,motorway
"(10020, 10015)",6848,6849,"LINESTRING (-96.780375 43.5440112, -96.7802633 43.5439671)",0.005135,0.0010210396808629,motorway
"(10020, 10015)",6849,6850,"LINESTRING (-96.7802633 43.5439671, -96.7801393 43.5439147)",0.005795,0.0011522736028434,motorway
"(10020, 10015)",6850,5563,"LINESTRING (-96.7801393 43.5439147, -96.7797446 43.5438319)",0.016595,0.0032997377807051,motorway
"(10020, 10015)",5563,6851,"LINESTRING (-96.7797446 43.5438319, -96.7787362 43.5438169)",0.06111,0.0081007120931562,primary
"(10020, 10015)",6851,6855,"LINESTRING (-96.7787362 43.5438169, -96.7770132 43.5438416)",0.1044375,0.0138441845725576,primary
"(10020, 10015)",6855,2440,"LINESTRING (-96.7770132 43.5438416, -96.7759785 43.5438644)",0.0627224999999999,0.0083144643145637,primary
"(10020, 10015)",2440,8965,"LINESTRING (-96.7759785 43.5438644, -96.77436 43.5439457)",0.1401428571428571,0.0130040886326071,primary
"(10020, 10015)",8965,5727,"LINESTRING (-96.77436 43.5439457, -96.7713969 43.5438515)",0.2564571428571429,0.0237970845191196,primary
"(10020, 10015)",5727,5728,"LINESTRING (-96.7713969 43.5438515, -96.7702107 43.5438557)",0.1026749999999999,0.0095273838965041,primary
"(10020, 10015)",5728,8994,"LINESTRING (-96.7702107 43.5438557, -96.7658411 43.5439354)",0.3781285714285715,0.0350871785949519,primary
"(10020, 10015)",8994,6562,"LINESTRING (-96.7658411 43.5439354, -96.7641567 43.5439038)",0.1467535714285714,0.0136175077982278,primary
"(10020, 10015)",6562,6561,"LINESTRING (-96.7641567 43.5439038, -96.7611558 43.5439015)",0.2597571428571428,0.0241032970037406,primary
"(10020, 10015)",6561,3143,"LINESTRING (-96.7611558 43.5439015, -96.7611883 43.5420796)",0.253125,0.0201324766674537,secondary
"(10020, 10015)",3143,4707,"LINESTRING (-96.7611883 43.5420796, -96.7611852 43.5402801)",0.2498125,0.0198690146271142,secondary
"(10020, 10015)",4707,5015,"LINESTRING (-96.7611852 43.5402801, -96.7611888 43.5391536)",0.1563875,0.0124383908931611,secondary
"(10020, 10015)",5015,6563,"LINESTRING (-96.7611888 43.5391536, -96.7611998 43.5366593)",0.3462749999999999,0.0275412280810767,secondary
"(10020, 10015)",6563,2648,"LINESTRING (-96.7611998 43.5366593, -96.7612047 43.535543)",0.154975,0.0123260467023748,secondary
"(10020, 10015)",2648,7150,"LINESTRING (-96.7612047 43.535543, -96.7612236 43.5330331)",0.3484374999999999,0.0277132240545813,secondary
"(10020, 10015)",7150,4272,"LINESTRING (-96.7612236 43.5330331, -96.7612439 43.5316607)",0.1905375,0.0151545353996048,secondary
"(10020, 10015)",4272,8242,"LINESTRING (-96.7612439 43.5316607, -96.7612247 43.5293805)",0.31655,0.0251770290926715,secondary
"(10020, 10015)",8242,10015,"LINESTRING (-96.7612247 43.5293805, -96.7606216 43.5283122)",0.2567100401782001,0.0,centroid_connector_inward
"(10028, 10011)",10028,3363,"LINESTRING (-96.6760919 43.5114283, -96.6777321 43.5103423)",0.3582073186112924,0.0,centroid_connector_outward
"(10028, 10011)",3363,2754,"LINESTRING (-96.6777321 43.5103423, -96.6777101 43.5098492)",0.10958,0.0054472019585668,residential
"(10028, 10011)",2754,1666,"LINESTRING (-96.6777101 43.5098492, -96.678852 43.510053)",0.19204,0.0095462736276983,residential
"(10028, 10011)",1666,1667,"LINESTRING (-96.678852 43.510053, -96.6791094 43.5075318)",0.57052,0.0283604458970758,residential
"(10028, 10011)",1667,2074,"LINESTRING (-96.6791094 43.5075318, -96.6802088 43.5075366)",0.17774,0.0088354232169709,residential
"(10028, 10011)",2074,7432,"LINESTRING (-96.6802088 43.5075366, -96.6813623 43.5075312)",0.1864799999999999,0.0092698870344364,residential
"(10028, 10011)",7432,3135,"LINESTRING (-96.6813623 43.5075312, -96.6820943 43.5075319)",0.088755,0.005882659972411,tertiary
"(10028, 10011)",3135,5269,"LINESTRING (-96.6820943 43.5075319, -96.682268 43.5075319)",0.02106,0.0013958517156101,tertiary
"(10028, 10011)",5269,3136,"LINESTRING (-96.682268 43.5075319, -96.683154 43.5075318)",0.10743,0.0071204344638174,tertiary
"(10028, 10011)",3136,5237,"LINESTRING (-96.683154 43.5075318, -96.6843304 43.5075315)",0.142635,0.0094538133644848,tertiary
"(10028, 10011)",5237,7431,"LINESTRING (-96.6843304 43.5075315, -96.6847738 43.5075309)",0.05376,0.0035631998210446,tertiary
"(10028, 10011)",7431,3424,"LINESTRING (-96.6847738 43.5075309, -96.6854682 43.5075299)",0.0841949999999999,0.0055804242733045,tertiary
"(10028, 10011)",3424,3415,"LINESTRING (-96.6854682 43.5075299, -96.688188 43.507538)",0.329775,0.0218574073843936,tertiary
"(10028, 10011)",3415,7430,"LINESTRING (-96.688188 43.507538, -96.6894381 43.5075376)",0.151575,0.010046354406154,tertiary
"(10028, 10011)",7430,8929,"LINESTRING (-96.6894381 43.5075376, -96.6904957 43.5075399)",0.128235,0.0084993848409907,tertiary
"(10028, 10011)",8929,1063,"LINESTRING (-96.6904957 43.5075399, -96.691535 43.5075392)",0.126015,0.008352243776952,tertiary
"(10028, 10011)",1063,5290,"LINESTRING (-96.691535 43.5075392, -96.691767 43.5075396)",0.0281249999999999,0.0018641182099494,tertiary
"(10028, 10011)",5290,3766,"LINESTRING (-96.691767 43.5075396, -96.694566 43.50753)",0.33939,0.0224946872631016,tertiary
"(10028, 10011)",3766,3419,"LINESTRING (-96.694566 43.50753, -96.6956464 43.5075357)",0.13101,0.008683311171039,tertiary
"(10028, 10011)",3419,3540,"LINESTRING (-96.6956464 43.5075357, -96.6969247 43.5075414)",0.154995,0.0102730311804839,tertiary
"(10028, 10011)",3540,1763,"LINESTRING (-96.6969247 43.5075414, -96.6982793 43.507542)",0.16425,0.0108864503461046,tertiary
"(10028, 10011)",1763,1762,"LINESTRING (-96.6982793 43.507542, -96.698842 43.507545)",0.068235,0.0045225993264319,tertiary
"(10028, 10011)",1762,4999,"LINESTRING (-96.698842 43.507545, -96.699387 43.507543)",0.06609,0.0043804292442864,tertiary
"(10028, 10011)",4999,2001,"LINESTRING (-96.699387 43.507543, -96.699984 43.507546)",0.07239,0.0047979917233151,tertiary
"(10028, 10011)",2001,3936,"LINESTRING (-96.699984 43.507546, -96.7011417 43.5075439)",0.14037,0.0093036897113102,tertiary
"(10028, 10011)",3936,5289,"LINESTRING (-96.7011417 43.5075439, -96.702304 43.507541)",0.140925,0.0093404749773198,tertiary
"(10028, 10011)",5289,5288,"LINESTRING (-96.702304 43.507541, -96.702548 43.507547)",0.029595,0.0019615494550561,tertiary
"(10028, 10011)",5288,5156,"LINESTRING (-96.702548 43.507547, -96.703467 43.507551)",0.111435,0.0073858848969142,tertiary
"(10028, 10011)",5156,3158,"LINESTRING (-96.703467 43.507551, -96.7053955 43.5075544)",0.2338349999999999,0.0154985273466141,tertiary
"(10028, 10011)",3158,4602,"LINESTRING (-96.7053955 43.5075544, -96.706605 43.507547)",0.1466549999999999,0.0097202579939602,tertiary
"(10028, 10011)",4602,3436,"LINESTRING (-96.706605 43.507547, -96.708799 43.507575)",0.26607,0.0176350553643108,tertiary
"(10028, 10011)",3436,2308,"LINESTRING (-96.708799 43.507575, -96.7099362 43.5075827)",0.137895,0.0091396473088346,tertiary
"(10028, 10011)",2308,5287,"LINESTRING (-96.7099362 43.5075827, -96.7109906 43.5075889)",0.127845,0.008473535735146,tertiary
"(10028, 10011)",5287,5592,"LINESTRING (-96.7109906 43.5075889, -96.7110898 43.5075895)",0.0120299999999999,0.000797345495669,tertiary
"(10028, 10011)",5592,4550,"LINESTRING (-96.7110898 43.5075895, -96.7112217 43.5101805)",0.28806,0.0286388208830949,secondary
"(10028, 10011)",4550,5295,"LINESTRING (-96.7112217 43.5101805, -96.7115301 43.5113638)",0.13393,0.0133152720991213,secondary
"(10028, 10011)",5295,5591,"LINESTRING (-96.7115301 43.5113638, -96.7115823 43.5115138)",0.01718,0.0017080293785029,secondary
"(10028, 10011)",5591,5590,"LINESTRING (-96.7115823 43.5115138, -96.7118634 43.5124069)",0.10176,0.0101169423490374,secondary
"(10028, 10011)",5590,7035,"LINESTRING (-96.7118634 43.5124069, -96.7118469 43.5142795)",0.21007,0.0208850833260839,secondary
"(10028, 10011)",7035,8260,"LINESTRING (-96.7118469 43.5142795, -96.7116913 43.5148808)",0.06795,0.0067555643928567,secondary
"(10028, 10011)",8260,701,"LINESTRING (-96.7116913 43.5148808, -96.7114625 43.5157653)",0.09996,0.0099379870008823,secondary
"(10028, 10011)",701,702,"LINESTRING (-96.7114625 43.5157653, -96.7118392 43.5158)",0.01614,0.0032092659102489,motorway
"(10028, 10011)",702,5397,"LINESTRING (-96.7118392 43.5158, -96.7157797 43.5144062)",0.177475,0.0352890004598158,motorway
"(10028, 10011)",5397,703,"LINESTRING (-96.7157797 43.5144062, -96.7266613 43.5119483)",0.5315423076923077,0.0915992891495892,motorway
"(10028, 10011)",703,704,"LINESTRING (-96.7266613 43.5119483, -96.7295768 43.5113069)",0.1233499999999999,0.0245268246610411,motorway
"(10028, 10011)",704,7027,"LINESTRING (-96.7295768 43.5113069, -96.7310558 43.5110827)",0.061065,0.0121421203723265,motorway
"(10028, 10011)",7027,5937,"LINESTRING (-96.7310558 43.5110827, -96.7311463 43.5110721)",0.003705,0.000736699516572,motorway
"(10028, 10011)",5937,5950,"LINESTRING (-96.7311463 43.5110721, -96.7312301 43.511644)",0.08045,0.006398647892925,primary
"(10028, 10011)",5950,7031,"LINESTRING (-96.7312301 43.511644, -96.7312326 43.5117495)",0.01465,0.0011651981557657,primary
"(10028, 10011)",7031,5107,"LINESTRING (-96.7312326 43.5117495, -96.7312374 43.5130606)",0.1820125,0.0144764934693725,primary
"(10028, 10011)",5107,4269,"LINESTRING (-96.7312374 43.5130606, -96.7312547 43.5139739)",0.1268,0.010085128064921,primary
"(10028, 10011)",4269,6569,"LINESTRING (-96.7312547 43.5139739, -96.7312573 43.514878)",0.1255125,0.0099827258379211,primary
"(10028, 10011)",6569,5069,"LINESTRING (-96.7312573 43.514878, -96.7325104 43.5148843)",0.07596,0.0100692209228627,primary
"(10028, 10011)",5069,7006,"LINESTRING (-96.7325104 43.5148843, -96.73374 43.514885)",0.0745349999999999,0.0098803236109212,primary
"(10028, 10011)",7006,8580,"LINESTRING (-96.73374 43.514885, -96.7344925 43.5148604)",0.04566,0.0060526675531584,primary
"(10028, 10011)",8580,7140,"LINESTRING (-96.7344925 43.5148604, -96.734976 43.5148448)",0.0293399999999999,0.0038892962332384,primary
"(10028, 10011)",7140,5690,"LINESTRING (-96.734976 43.5148448, -96.7354305 43.5148438)",0.0275475,0.0036516832987435,primary
"(10028, 10011)",5690,5691,"LINESTRING (-96.7354305 43.5148438, -96.7361995 43.514842)",0.0466125,0.0061789304932456,primary
"(10028, 10011)",5691,3926,"LINESTRING (-96.7361995 43.514842, -96.7374396 43.5148485)",0.0751725,0.0099648303031056,primary
"(10028, 10011)",3926,4923,"LINESTRING (-96.7374396 43.5148485, -96.7387035 43.5148499)",0.0766125,0.0101557160078044,primary
"(10028, 10011)",4923,5692,"LINESTRING (-96.7387035 43.5148499, -96.7405951 43.514861)",0.1146675,0.0152002684330222,primary
"(10028, 10011)",5692,8582,"LINESTRING (-96.7405951 43.514861, -96.7411806 43.5148644)",0.03549,0.004704537263723,primary
"(10028, 10011)",8582,8583,"LINESTRING (-96.7411806 43.5148644, -96.7417015 43.5148624)",0.031575,0.004185566754073,primary
"(10028, 10011)",8583,5043,"LINESTRING (-96.7417015 43.5148624, -96.7423137 43.51486)",0.03711,0.0049192836815091,primary
"(10028, 10011)",5043,8584,"LINESTRING (-96.7423137 43.51486, -96.7427703 43.5148585)",0.0276749999999999,0.0036685846371804,primary
"(10028, 10011)",8584,1257,"LINESTRING (-96.7427703 43.5148585, -96.7436405 43.5148557)",0.0527475,0.0069921831309729,primary
"(10028, 10011)",1257,8585,"LINESTRING (-96.7436405 43.5148557, -96.7438522 43.5148553)",0.0128325,0.0017010700038525,primary
"(10028, 10011)",8585,8586,"LINESTRING (-96.7438522 43.5148553, -96.7444414 43.5148542)",0.035715,0.0047343631550822,primary
"(10028, 10011)",8586,7147,"LINESTRING (-96.7444414 43.5148542, -96.7448878 43.5148533)",0.02706,0.003587060534132,primary
"(10028, 10011)",7147,8587,"LINESTRING (-96.7448878 43.5148533, -96.7456538 43.5148573)",0.0464325,0.0061550697801583,primary
"(10028, 10011)",8587,6572,"LINESTRING (-96.7456538 43.5148573, -96.7461408 43.5148598)",0.02952,0.0039131569463258,primary
"(10028, 10011)",6572,8588,"LINESTRING (-96.7461408 43.5148598, -96.746555 43.5148595)",0.0251099999999999,0.0033285694756856,primary
"(10028, 10011)",8588,8589,"LINESTRING (-96.746555 43.5148595, -96.7473822 43.514859)",0.050145,0.0066471969875849,primary
"(10028, 10011)",8589,3602,"LINESTRING (-96.7473822 43.514859, -96.7486203 43.514859)",0.0750525,0.0099489231610473,primary
"(10028, 10011)",3602,5093,"LINESTRING (-96.7486203 43.514859, -96.7498451 43.5148587)",0.0742425,0.0098415499521543,primary
"(10028, 10011)",5093,8570,"LINESTRING (-96.7498451 43.5148587, -96.751076 43.5148573)",0.0746175,0.0098912597710862,primary
"(10028, 10011)",8570,2121,"LINESTRING (-96.751076 43.5148573, -96.7523628 43.5148502)",0.0780075,0.0103406365342314,primary
"(10028, 10011)",2121,4089,"LINESTRING (-96.7523628 43.5148502, -96.7535726 43.514846)",0.073335,0.0097212521903388,primary
"(10028, 10011)",4089,8572,"LINESTRING (-96.7535726 43.514846, -96.7540222 43.5148459)",0.027255,0.0036129096399766,primary
"(10028, 10011)",8572,8571,"LINESTRING (-96.7540222 43.5148459, -96.7548309 43.5148456)",0.04902,0.006498067530789,primary
"(10028, 10011)",8571,8573,"LINESTRING (-96.7548309 43.5148456, -96.7554224 43.5148451)",0.0358575,0.0047532528862763,primary
"(10028, 10011)",8573,8574,"LINESTRING (-96.7554224 43.5148451, -96.7556597 43.5148449)",0.014385,0.0019068686542309,primary
"(10028, 10011)",8574,5169,"LINESTRING (-96.7556597 43.5148449, -96.7560939 43.5148446)",0.0263175,0.0034886350926466,primary
"(10028, 10011)",5169,1501,"LINESTRING (-96.7560939 43.5148446, -96.7573794 43.5148359)",0.0779325,0.010330694570445,primary
"(10028, 10011)",1501,1188,"LINESTRING (-96.7573794 43.5148359, -96.7580729 43.5148304)",0.042045,0.0055734648986541,primary
"(10028, 10011)",1188,4500,"LINESTRING (-96.7580729 43.5148304, -96.7585919 43.5148275)",0.0314625,0.0041706538083935,primary
"(10028, 10011)",4500,1880,"LINESTRING (-96.7585919 43.5148275, -96.7598161 43.5148277)",0.0742125,0.0098375731666397,primary
"(10028, 10011)",1880,8575,"LINESTRING (-96.7598161 43.5148277, -96.7602516 43.5148291)",0.0264,0.0034995712528117,primary
"(10028, 10011)",8575,8578,"LINESTRING (-96.7602516 43.5148291, -96.7611073 43.5148319)",0.05187,0.0068758621546721,primary
"(10028, 10011)",8578,8577,"LINESTRING (-96.7611073 43.5148319, -96.761834 43.514834)",0.0629357142857142,0.0058399095281295,primary
"(10028, 10011)",8577,6564,"LINESTRING (-96.761834 43.514834, -96.7625949 43.5148363)",0.0658928571428571,0.006114307728634,primary
"(10028, 10011)",6564,5574,"LINESTRING (-96.7625949 43.5148363, -96.7651538 43.5148431)",0.2215928571428571,0.020561969503026,primary
"(10028, 10011)",5574,5575,"LINESTRING (-96.7651538 43.5148431, -96.7664027 43.5148433)",0.10815,0.010035418245989,primary
"(10028, 10011)",5575,6506,"LINESTRING (-96.7664027 43.5148433, -96.767932 43.5148443)",0.1324392857142857,0.0122892614363652,primary
"(10028, 10011)",6506,1687,"LINESTRING (-96.767932 43.5148443, -96.769579 43.5148333)",0.1426285714285714,0.0132347421924515,primary
"(10028, 10011)",1687,8255,"LINESTRING (-96.769579 43.5148333, -96.7708672 43.5148334)",0.1115571428571428,0.0103515726943964,primary
"(10028, 10011)",8255,6711,"LINESTRING (-96.7708672 43.5148334, -96.7710013 43.5148334)",0.0116142857142857,0.0010777088744454,primary
"(10028, 10011)",6711,6704,"LINESTRING (-96.7710013 43.5148334, -96.7711855 43.5148334)",0.0159535714285714,0.0014803584077944,primary
"(10028, 10011)",6704,8293,"LINESTRING (-96.7711855 43.5148334, -96.7713667 43.5148332)",0.0156964285714285,0.0014564976947071,primary
"(10028, 10011)",8293,3956,"LINESTRING (-96.7713667 43.5148332, -96.7730989 43.5148315)",0.15,0.0139187493009556,primary
"(10028, 10011)",3956,6534,"LINESTRING (-96.7730989 43.5148315, -96.7732215 43.5148318)",0.0106178571428571,0.0009852486112319,primary
"(10028, 10011)",6534,5647,"LINESTRING (-96.7732215 43.5148318, -96.7744923 43.5148362)",0.1100464285714285,0.0102113910050082,primary
"(10028, 10011)",5647,5576,"LINESTRING (-96.7744923 43.5148362, -96.7745814 43.5148391)",0.007725,0.0007168155889992,primary
"(10028, 10011)",5576,5577,"LINESTRING (-96.7745814 43.5148391, -96.7760029 43.5149244)",0.1254107142857143,0.0116370686119775,primary
"(10028, 10011)",5577,5578,"LINESTRING (-96.7760029 43.5149244, -96.7766819 43.5149282)",0.0588,0.0054561497259746,primary
"(10028, 10011)",5578,5579,"LINESTRING (-96.7766819 43.5149282, -96.7783886 43.5149098)",0.1478357142857143,0.0137179216324704,primary
"(10028, 10011)",5579,6529,"LINESTRING (-96.7783886 43.5149098, -96.779004 43.5149033)",0.0533035714285714,0.0049461269837324,primary
"(10028, 10011)",6529,6729,"LINESTRING (-96.779004 43.5149033, -96.7794897 43.5151974)",0.026885,0.0053457939279456,motorway
"(10028, 10011)",6729,5663,"LINESTRING (-96.7794897 43.5151974, -96.7802493 43.5182891)",0.1750749999999999,0.0348117861980687,motorway
"(10028, 10011)",5663,730,"LINESTRING (-96.7802493 43.5182891, -96.7802597 43.5231438)",0.3110538461538461,0.0536030919507375,motorway
"(10028, 10011)",730,731,"LINESTRING (-96.7802597 43.5231438, -96.779246 43.5262538)",0.178555,0.035503746877602,motorway
"(10028, 10011)",731,6672,"LINESTRING (-96.779246 43.5262538, -96.7789935 43.5267489)",0.029325,0.0058309617607217,motorway
"(10028, 10011)",6672,5368,"LINESTRING (-96.7789935 43.5267489, -96.7789474 43.526845)",0.00565,0.0011234419078628,motorway
"(10028, 10011)",5368,6671,"LINESTRING (-96.7789474 43.526845, -96.7789204 43.5269753)",0.007315,0.0014545093019498,motorway
"(10028, 10011)",6671,5569,"LINESTRING (-96.7789204 43.5269753, -96.7802685 43.5302168)",0.192135,0.0382039842419874,motorway
"(10028, 10011)",5569,5570,"LINESTRING (-96.7802685 43.5302168, -96.7802584 43.5311549)",0.0601096153846153,0.0103585320690469,motorway
"(10028, 10011)",5570,697,"LINESTRING (-96.7802584 43.5311549, -96.7802392 43.5375947)",0.4126153846153846,0.0711049250003107,motorway
"(10028, 10011)",697,698,"LINESTRING (-96.7802392 43.5375947, -96.7798656 43.540865)",0.182235,0.0362354754122808,motorway
"(10028, 10011)",698,6844,"LINESTRING (-96.7798656 43.540865, -96.7797036 43.5426111)",0.0972,0.0193271776007555,motorway
"(10028, 10011)",6844,5919,"LINESTRING (-96.7797036 43.5426111, -96.7796658 43.5430855)",0.026385,0.0052463742900816,motorway
"(10028, 10011)",5919,5920,"LINESTRING (-96.7796658 43.5430855, -96.7799353 43.5436868)",0.03605,0.0071681558899921,motorway
"(10028, 10011)",5920,5562,"LINESTRING (-96.7799353 43.5436868, -96.7801632 43.5438305)",0.01219,0.0024238507711235,motorway
"(10028, 10011)",5562,5921,"LINESTRING (-96.7801632 43.5438305, -96.7802649 43.5438655)",0.0045449999999999,0.0009037245081834,motorway
"(10028, 10011)",5921,5922,"LINESTRING (-96.7802649 43.5438655, -96.7804273 43.5439186)",0.00719,0.0014296543924838,motorway
"(10028, 10011)",5922,5923,"LINESTRING (-96.7804273 43.5439186, -96.7808068 43.5440116)",0.01619,0.0032192078740353,motorway
"(10028, 10011)",5923,5918,"LINESTRING (-96.7808068 43.5440116, -96.7817991 43.5440125)",0.0601199999999999,0.0079694781711757,primary
"(10028, 10011)",5918,5726,"LINESTRING (-96.7817991 43.5440125, -96.7843607 43.5439685)",0.1552875,0.0205848360197348,primary
"(10028, 10011)",5726,8959,"LINESTRING (-96.7843607 43.5439685, -96.7859412 43.5438943)",0.0957824999999999,0.0126968819516074,primary
"(10028, 10011)",8959,6853,"LINESTRING (-96.7859412 43.5438943, -96.7868391 43.5439742)",0.0543825,0.0072089179415163,primary
"(10028, 10011)",6853,6856,"LINESTRING (-96.7868391 43.5439742, -96.7897625 43.5439833)",0.1771275,0.0234799358743335,primary
"(10028, 10011)",6856,8983,"LINESTRING (-96.7897625 43.5439833, -96.7909476 43.5438952)",0.0718425,0.0095234071109895,primary
"(10028, 10011)",8983,6567,"LINESTRING (-96.7909476 43.5438952, -96.7935159 43.5438942)",0.155865,0.02066138914089,primary
"(10028, 10011)",6567,4357,"LINESTRING (-96.7935159 43.5438942, -96.800846 43.543891)",0.4441275,0.0588733269539065,primary
"(10028, 10011)",4357,1275,"LINESTRING (-96.800846 43.543891, -96.800864 43.545693)",0.300195,0.0198968521257161,tertiary
"(10028, 10011)",1275,2819,"LINESTRING (-96.800864 43.545693, -96.800872 43.54657)",0.1461,0.0096834727279505,tertiary
"(10028, 10011)",2819,1277,"LINESTRING (-96.800872 43.54657, -96.800767 43.547478)",0.151905,0.0100682267264841,tertiary
"(10028, 10011)",1277,1240,"LINESTRING (-96.800767 43.547478, -96.800736 43.548447)",0.1617299999999999,0.0107194253544931,tertiary
"(10028, 10011)",1240,1241,"LINESTRING (-96.800736 43.548447, -96.801426 43.548463)",0.11154,0.0055446332036735,residential
"(10028, 10011)",1241,1242,"LINESTRING (-96.801426 43.548463, -96.802262 43.548485)",0.13516,0.006718779126847,residential
"(10028, 10011)",1242,1243,"LINESTRING (-96.802262 43.548485, -96.802969 43.548868)",0.14422,0.0071691500863708,residential
"(10028, 10011)",1243,1244,"LINESTRING (-96.802969 43.548868, -96.803438 43.549187)",0.10374,0.005156896616004,residential
"(10028, 10011)",1244,10011,"LINESTRING (-96.803438 43.549187, -96.8050218 43.550293)",0.3544947850277992,0.0,centroid_connector_inward
"(10023, 10031)",10023,6515,"LINESTRING (-96.7917235 43.5082124, -96.7909079 43.5090887)",0.2351250945617927,0.0,centroid_connector_outward
